# R,''  Vc
4.646690535072353, 266.40090908759805
5.560585807889686, 250.5465087903963
6.9285878183718745, 236.13987419917612
7.836946980816649, 238.55463813141705
9.197664635545468, 248.18637752630562
10.289880937205211, 243.8725820491621
11.482038599801136, 209.75229548260677
13.482031315445383, 209.77633385659288
15.208715003223325, 211.72016418937866
15.933945462028476, 218.45965013239316
16.932047887354724, 224.7216465557745
20.55543212619418, 267.55365838556827
21.840538168203057, 226.70371975626546
20.118662155222335, 208.8945625926479
29.937973710760083, 205.16642931807505
39.853584449357335, 183.6509919471447
49.85223684354297, 188.09809113457484
60.59344786281878, 197.60498447910481
70.91126877361091, 203.85019873735848
80.39410682569888, 203.34501504430685
90.2563092359652, 200.42734092273872
101.33603611904533, 202.32988177430684
110.82840593892672, 203.27162043229748
121.06679545144038, 197.45914843186537
130.9289978617067, 194.5414743102972
140.4150131697258, 194.518598067593
150.68199798561972, 193.04689312028776
165.6761041758674, 189.15221279989328
180.71151469322007, 191.52752933401544
210.75691768047608, 192.41970279948026
