# R,''		R
0.8323424494648748, 16.074270557029177
0.8231958291410706, 16.392572944297083
1.6772615018749661, 16.6710875331565
2.524467209366094, 17.188328912466844
3.378532882100046, 17.46684350132626
3.7992774169943004, 17.824933687002652
4.217735296807746, 18.26259946949602
5.497118814597968, 18.74005305039788
7.643144608067246, 19.05835543766578
11.507591694868722, 19.575596816976127
15.809933229671572, 19.854111405835546
21.40537821275035, 20.132625994694962
26.99396323058619, 20.649867374005304
31.71590597274303, 21.3262599469496
38.59988109393572, 21.76392572944297
30.002057989572847, 20.96816976127321
46.35735845605046, 21.80371352785146
52.81487240464651, 22.082228116710876
59.27352968078287, 22.320954907161806
64.00690569834444, 22.59946949602122
72.1897009055154, 22.83819628647215
80.36906613006488, 23.196286472148543
85.97022775084605, 23.275862068965516
95.44040976859054, 23.713527851458885
105.34162626909352, 24.151193633952253
116.52679959754863, 24.907161803713528
126.41886947772792, 25.663129973474803
140.18910637519429, 26.45888594164456
# R,''		B
0.7763193999816735, 18.02387267904509
1.625811762553667, 18.46153846153846
2.470730814963815, 19.05835543766578
3.3156498673739634, 19.655172413793103
3.72839110948496, 20.291777188328915
7.593981523826869, 20.76923076923077
12.752675386444707, 21.246684350132625
15.761913472971685, 21.52519893899204
18.77343821457964, 21.724137931034484
23.512530869843545, 21.80371352785146
26.089591146071484, 22.122015915119363
29.531007042897613, 22.360742705570292
35.54948321595174, 22.917771883289127
32.10806731912555, 22.679045092838194
39.84953809567361, 23.275862068965516
44.15645294063842, 23.395225464190982
49.3277234062013, 23.43501326259947
53.63692490624709, 23.47480106100796
58.801335406567205, 23.753315649867375
64.82895819994508, 23.9920424403183
71.28761547608156, 24.230769230769234
78.61062837281622, 24.389920424403183
87.65663587304488, 24.588859416445626
95.4061099423763, 24.907161803713528
104.00850635690102, 25.54376657824934
115.62471416811485, 26.29973474801061
127.66738315192532, 27.214854111405835
139.28359096313915, 27.97082228116711
