#Star points (r, v, dv)
47.12  237.890983903  7.4878110594
41.59  253.333898837  7.42105494297
37.84  235.88830041  7.28754271011
34.63  230.214030513  6.59772950702
31.59  235.298621381  7.35429882654
29.27  218.409323925  7.46555902059
27.67  231.805051288  7.54344115642
26.42  226.16415945  7.57681921464
25.35  225.730244693  6.92038406976
24.28  245.534559234  7.47668503999
23.2  240.861631084  6.86475397273
22.13  235.231865265  6.7979978563
21.06  234.275027596  6.3307050413
20.17  236.81176002  7.33204678773
19.46  228.645261777  7.19853455487
18.74  237.579455359  6.97601416678
18.03  237.112162544  7.18740853547
17.31  245.912843894  6.50872135178
16.6  241.963107005  6.92038406976
15.89  246.280002534  6.38633513833
15.17  236.678247788  6.67561164285
14.46  249.450918064  5.79665610988
13.74  237.824227786  6.0859326144
13.03  249.094885443  5.67426989642
12.49  239.61551691  7.35429882654
12.14  239.326240406  7.39880290416
11.78  231.704917114  7.17628251606
11.42  220.779166058  7.66582736987
11.07  222.592707221  7.14290445785
10.71  229.012420418  6.65335960404
10.35  224.094719841  7.38767688476
10.0  219.755572273  7.20966057428
9.64  201.264128022  7.32092076833
9.28  202.877400836  6.64223358464
8.92  199.372704723  6.73124173987
8.57  198.204472686  6.83137591452
8.21  184.66410707  6.87587999214
7.85  184.174562217  6.50872135178
7.5  185.431802409  6.43083921595
7.14  184.730863187  6.18606678904
6.78  183.084212315  6.0859326144
6.43  183.251102606  6.01917649797
6.07  188.869742405  5.78553009047
5.71  180.814504356  5.55188368297
5.35  172.447737764  5.24035513964
5.0  167.340894857  4.9177005769
4.64  162.812604959  4.70630620821
4.28  153.144094097  4.55054193654
3.93  153.622512931  4.48378582012
3.57  141.695420129  4.16113125738
3.21  133.184015285  3.9831149469
2.86  128.210684611  3.80509863643
2.5  116.049945401  3.46019203488
2.14  101.408103865  3.33780582143
1.78  83.2170621379  3.12641145274
1.43  73.5040471975  2.93726912285
1.07  54.2004035303  2.74812679297
0.71  33.4169992822  2.62574057952
0.36  20.0657759965  2.53673242428
0.0  5.20141407174  2.54785844369
0.36  7.60463426313  2.48110232726
0.71  26.5522453094  2.43659824964
1.07  39.2915375279  2.53673242428
1.43  55.6912901305  2.64799261833
1.78  67.6517609906  2.69249669595
2.14  80.0795246657  2.84826096762
2.5  99.2607821195  3.07078135571
2.86  118.13051103  3.23767164678
3.21  127.242720922  3.43793999607
3.57  133.339779556  3.60483028714
3.93  143.386575079  3.80509863643
4.28  150.47384944  3.91635883047
4.64  162.968369231  4.18338329619
5.0  161.021315835  4.51716387833
5.35  169.34357835  4.6840541694
5.71  172.091705143  5.07346484857
6.07  179.06771931  5.34048931428
6.43  181.237293094  5.31823727547
6.78  180.514101832  5.69652193523
7.14  183.640513285  5.77440407107
7.5  186.54440435  6.26394892488
7.85  187.412233863  6.76461979809
8.21  190.961434053  6.84250193392
8.57  186.522152311  7.10952639964
8.92  194.621894438  7.09840038023
9.28  197.603667638  7.08727436083
9.64  206.070568405  7.04277028321
10.0  214.081302377  7.68807940868
10.35  201.364262197  7.45443300118
10.71  210.687866458  7.4878110594
11.07  224.973675374  7.75483552511
11.42  230.65907129  7.88834775797
11.96  234.664438275  5.99692445916
12.67  236.522483516  6.34183106071
13.39  239.871415357  6.34183106071
14.1  251.498105635  6.84250193392
14.82  240.194069919  7.06502232202
15.53  242.708550305  6.68673766226
16.24  245.04501438  7.00939222499
16.96  239.24835827  7.22078659368
17.67  244.633351662  7.38767688476
18.39  246.602657097  7.4878110594
19.28  248.126921755  6.75349377868
20.35  245.60131535  7.47668503999
21.6  229.657729543  7.22078659368
23.2  231.293254396  6.67561164285
24.99  229.568721388  6.82024989511
26.95  231.560278861  6.76461979809
29.45  227.043114983  6.5643514488
32.31  232.817519054  6.72011572047
35.88  224.717776927  7.0316442638
40.34  253.333898836  7.56569319523
45.7  250.685906218  8.03298601023

#Star and gas polinom (r, p_star, p_gas)
0.0  4.45148565139  -44.057746032
0.1  6.95823816704  -29.7839042013
0.2  9.83487501889  -16.3620196471
0.3  13.0347374553  -3.73864208281
0.4  16.5145388534  8.13655205217
0.5  20.2341892228  19.3109224381
0.6  24.1566266447  29.8290204142
0.7  28.2476554358  39.7327374852
0.8  32.4757908328  49.0614470624
0.9  36.8121099977  57.8521396959
1.0  41.2301091461  66.1395520491
1.1  45.7055666097  73.9562898573
1.2  50.2164116449  81.3329451036
1.3  54.742598805  88.2982076418
1.4  59.2659876978  94.8789714832
1.5  63.7702279558  101.100435962
1.6  68.2406492472  106.986201985
1.7  72.6641561638  112.558363561
1.8  77.0291278232  117.837594814
1.9  81.3253220275  122.843232646
2.0  85.5437838253  127.593355251
2.1  89.6767583261  132.104856645
2.2  93.7176076217  136.393517369
2.3  97.6607316713  140.474071553
2.4  101.501493012  144.360270473
2.5  105.236145158  148.064942763
2.6  108.86176456  151.600051434
2.7  112.37618599  154.976747824
2.8  115.777941236  158.205422637
2.9  119.066200975  161.295754179
3.0  122.240719708  164.256753939
3.1  125.301783652  167.096809618
3.2  128.250161465  169.823725736
3.3  131.087057692  172.44476193
3.4  133.814068844  174.966669038
3.5  136.43314199  177.395723089
3.6  138.946535766  179.737757299
3.7  141.356783708  181.998192153
3.8  143.666659817  184.182063692
3.9  145.879146244  186.29405007
4.0  147.997403042  188.338496481
4.1  150.024739858  190.319438541
4.2  151.964589514  192.240624191
4.3  153.82048338  194.105534209
4.4  155.596028457  195.9174014
4.5  157.29488611  197.679228533
4.6  158.920752355  199.393805093
4.7  160.477339649  201.063722914
4.8  161.968360101  202.69139075
4.9  163.397510041  204.279047849
5.0  164.768455877  205.828776585
5.1  166.084821189  207.342514193
5.2  167.350174989  208.82206367
5.3  168.568021086  210.269103891
5.4  169.74178851  211.685198979
5.5  170.874822935  213.071806972
5.6  171.97037904  214.430287849
5.7  173.031613774  215.761910929
5.8  174.061580459  217.067861704
5.9  175.063223695  218.349248131
6.0  176.039375012  219.607106421
6.1  176.992749237  220.842406357
6.2  177.92594152  222.056056181
6.3  178.841424987  223.248907063
6.4  179.741548977  224.421757204
6.5  180.628537831  225.575355576
6.6  181.504490187  226.71040534
6.7  182.371378751  227.827566968
6.8  183.231050518  228.927461074
6.9  184.085227395  230.010671001
7.0  184.935507209  231.077745164
7.1  185.783365068  232.129199172
7.2  186.630155039  233.165517763
7.3  187.477112123  234.187156548
7.4  188.325354506  235.194543587
7.5  189.175886044  236.188080824
7.6  190.029598983  237.168145375
7.7  190.887276863  238.135090699
7.8  191.749597619  239.089247656
7.9  192.617136819  240.030925465
8.0  193.49037106  240.960412572
8.1  194.369681468  241.877977442
8.2  195.255357311  242.78386928
8.3  196.147599694  243.67831869
8.4  197.046525328  244.561538283
8.5  197.952170348  245.433723237
8.6  198.86449418  246.29505182
8.7  199.783383436  247.145685878
8.8  200.70865582  247.9857713
8.9  201.640064044  248.815438456
9.0  202.577299737  249.634802617
9.1  203.519997338  250.443964371
9.2  204.467737957  251.24301002
9.3  205.420053214  252.03201197
9.4  206.376429021  252.81102913
9.5  207.336309323  253.580107299
9.6  208.299099777  254.339279556
9.7  209.264171369  255.088566662
9.8  210.230863957  255.827977461
9.9  211.198489741  256.557509289
10.0  212.166336653  257.277148392
10.1  213.133671659  257.986870354
10.2  214.099743972  258.686640536
10.3  215.063788173  259.376414519
10.4  216.025027239  260.056138571
10.5  216.982675462  260.725750108
10.6  217.935941275  261.38517818
10.7  218.884029975  262.034343963
10.8  219.826146332  262.673161256
10.9  220.761497101  263.301537001
11.0  221.689293419  263.919371798
11.1  222.608753095  264.526560437
11.2  223.519102794  265.12299244
11.3  224.419580109  265.708552604
11.4  225.309435521  266.283121557
11.5  226.187934254  266.846576313
11.6  227.054358017  267.398790837
11.7  227.908006645  267.939636611
11.8  228.748199622  268.468983203
11.9  229.574277509  268.98669884
12.0  230.385603257  269.492650973
12.1  231.181563425  269.986706856
12.2  231.96156929  270.468734106
12.3  232.725057861  270.93860127
12.4  233.471492791  271.396178391
12.5  234.200365195  271.841337556
12.6  234.911194374  272.27395345
12.7  235.603528443  272.693903895
12.8  236.276944873  273.101070385
12.9  236.931050946  273.495338605
13.0  237.565484122  273.876598947
13.1  238.179912322  274.24474701
13.2  238.77403414  274.599684082
13.3  239.347578963  274.941317624
13.4  239.900307032  275.269561719
13.5  240.432009417  275.584337522
13.6  240.942507935  275.885573685
13.7  241.43165499  276.17320677
13.8  241.899333359  276.447181635
13.9  242.345455911  276.707451818
14.0  242.769965269  276.953979882
14.1  243.172833419  277.186737758
14.2  243.554061264  277.405707054
14.3  243.913678129  277.610879353
14.4  244.251741217  277.802256484
14.5  244.568335027  277.979850773
14.6  244.863570723  278.143685276
14.7  245.137585468  278.293793979
14.8  245.390541722  278.430221989
14.9  245.622626505  278.553025693
15.0  245.834050633  278.662272896
15.1  246.025047919  278.758042939
15.2  246.195874355  278.840426791
15.3  246.346807268  278.909527118
15.4  246.478144454  278.965458331
15.5  246.590203297  279.008346609
15.6  246.683319866  279.0383299
15.7  246.757848008  279.055557901
15.8  246.814158422  279.060192011
15.9  246.852637721  279.052405267
16.0  246.873687498  279.032382256
16.1  246.877723377  279.000319002
16.2  246.865174065  278.95642284
16.3  246.8364804  278.900912259
16.4  246.792094406  278.834016734
16.5  246.732478343  278.755976531
16.6  246.658103764  278.667042497
16.7  246.569450582  278.567475826
16.8  246.467006137  278.457547817
16.9  246.351264279  278.337539598
17.0  246.222724457  278.20774185
17.1  246.081890823  278.068454501
17.2  245.929271346  277.919986412
17.3  245.765376944  277.762655046
17.4  245.59072063  277.596786118
17.5  245.405816676  277.422713236
17.6  245.211179792  277.24077753
17.7  245.007324328  277.051327263
17.8  244.794763496  276.854717435
17.9  244.574008607  276.65130937
18.0  244.345568336  276.441470305
18.1  244.10994801  276.225572953
18.2  243.867648911  276.003995072
18.3  243.619167612  275.777119019
18.4  243.364995333  275.545331293
18.5  243.10561732  275.309022085
18.6  242.841512257  275.068584805
18.7  242.573151691  274.824415622
18.8  242.300999495  274.576912984
18.9  242.025511355  274.326477148
19.0  241.747134273  274.073509698
19.1  241.466306115  273.818413067
19.2  241.183455167  273.561590055
19.3  240.898999735  273.303443351
19.4  240.613347756  273.044375049
19.5  240.32689645  272.784786173
19.6  240.040031988  272.525076198
19.7  239.753129195  272.265642576
19.8  239.466551273  272.006880268
19.9  239.180649557  271.749181277
20.0  238.895763291  271.492934186
20.1  238.612219433  271.238523704
20.2  238.330332487  270.986330214
20.3  238.050404357  270.736729335
20.4  237.772724229  270.490091483
20.5  237.497568475  270.246781446
20.6  237.225200581  270.007157964
20.7  236.955871106  269.771573323
20.8  236.689817648  269.540372951
20.9  236.427264855  269.313895035
21.0  236.168424432  269.092470135
21.1  235.913495195  268.876420822
21.2  235.662663128  268.666061321
21.3  235.416101468  268.461697166
21.4  235.173970809  268.263624871
21.5  234.936419222  268.072131611
21.6  234.703582398  267.887494914
21.7  234.475583805  267.709982373
21.8  234.252534864  267.539851369
21.9  234.034535139  267.377348802
22.0  233.821672549  267.222710847
22.1  233.614023583  267.07616272
