# R. kpc      Sigma
# R. kpc      -Sigma
# R. kpc      +Sigma
0.67511; 11.89195
0.67511; 3.89447
0.59072; 20.60808
1.94093; 12.09175
1.94093; 4.83632
1.94093; 18.96087
3.20675; 5.80912
3.29114; 1.48172
3.29114; 9.73694
4.47257; 1.69299
4.55696; 0.37170
4.64135; 3.03326
5.82278; 0.85503
5.82278; 0.28950
5.90717; 1.38619
7.08861; 0.78669
7.17300; 0.36555
7.17300; 1.23359
8.52321; 0.79991
8.43882; 0.39075
8.43882; 1.17345
9.70464; 0.99336
9.78903; 0.58285
9.78903; 1.38619
11.05485; 1.06182
10.97046; 0.66595
10.97046; 1.45724
12.32068; 1.53193
12.40506; 1.09779
12.32068; 1.96688
13.58650; 1.96688
13.67089; 1.40948
13.58650; 2.52531
14.93671; 2.61088
14.93671; 1.87098
14.93671; 3.46575
16.20253; 2.44255
16.20253; 1.63750
16.20253; 3.24230
17.46835; 1.66502
17.46835; 1.09779
17.46835; 2.17366
18.81857; 1.11624
18.98734; 0.71185
18.81857; 1.45724
20.16878; 0.79991
20.16878; 0.49340
20.08439; 1.11624
21.43460; 0.48525
21.43460; 0.20066
21.43460; 0.76091
22.78481; 0.26196
22.70042; 0.00890
22.70042; 0.51012
23.96624; 0.07024
23.96624; 0.00905
23.96624; 0.29436
0.59072; 1.27539
0.59072; 0.47723
0.59072; 2.03352
1.94093; 0.66595
1.94093; 0.00833
1.94093; 2.03352
3.20675; 1.25432
3.20675; 0.00847
3.29114; 2.61088
4.55696; 0.97694
4.55696; 0.10134
4.55696; 1.80966
5.90717; 1.06182
5.82278; 0.35951
5.90717; 1.75035
7.17300; 2.06769
7.17300; 1.36329
7.08861; 2.74470
8.43882; 2.10243
8.43882; 1.34076
8.43882; 2.74470
9.70464; 2.17366
9.70464; 1.40948
9.70464; 2.79081
10.97046; 2.48359
11.05485; 1.90242
11.05485; 3.03326
12.23629; 3.35217
12.32068; 2.56774
12.23629; 4.02643
13.58650; 4.02643
13.67089; 3.58318
13.67089; 4.60053
14.93671; 4.52451
14.93671; 3.95990
14.93671; 5.00020
16.20253; 4.52451
16.20253; 4.02643
16.20253; 5.25648
17.55274; 5.08420
17.55274; 4.52451
17.55274; 5.61873
18.73418; 5.43459
18.73418; 4.83632
18.73418; 5.80912
20.16878; 5.16962
20.16878; 4.75641
20.16878; 5.61873
21.43460; 4.30392
21.43460; 3.64338
21.51899; 4.75641
22.70042; 3.40849
22.70042; 2.74470
22.70042; 3.83012
24.05063; 2.69935
24.05063; 2.13775
24.05063; 3.29678
25.31646; 2.32346
25.23207; 1.80966
25.31646; 2.93385
26.58228; 2.79081
26.58228; 2.24732
26.66667; 3.29678
27.76371; 2.93385
27.93249; 2.48359
27.84810; 3.46575
29.11392; 2.52531
29.28270; 2.10243
29.28270; 2.98315
30.46414; 2.52531
30.46414; 2.13775
30.46414; 2.98315
31.81435; 2.88538
31.81435; 2.48359
31.81435; 3.29678
33.08017; 2.98315
33.08017; 2.61088
33.08017; 3.46575
34.43038; 3.95990
34.43038; 3.46575
34.43038; 4.52451
35.69620; 4.30392
35.69620; 3.83012
35.69620; 4.83632
37.04641; 4.09408
36.96203; 3.46575
37.04641; 4.52451
38.22785; 3.58318
38.22785; 3.13604
38.22785; 4.02643
39.57806; 2.93385
39.57806; 2.48359
39.57806; 3.29678
40.84388; 2.36250
40.84388; 1.99992
40.84388; 2.65475
42.19409; 2.06769
42.19409; 1.75035
42.10970; 2.32346
43.54430; 1.69299
43.45992; 1.45724
43.45992; 1.96688
44.72574; 1.61045
44.81013; 1.40948
44.72574; 1.80966
46.07595; 1.45724
46.07595; 1.21321
46.16034; 1.63750
47.34177; 1.23359
47.42616; 0.94493
47.42616; 1.48172
48.60759; 1.40948
48.69198; 1.11624
48.69198; 1.69299
50.04219; 1.40948
50.04219; 1.13499
49.95781; 1.69299
51.22363; 1.11624
51.22363; 0.84090
51.30802; 1.38619
52.48945; 0.96080
52.57384; 0.72381
52.65823; 1.15406
53.83966; 1.02702
53.92405; 0.77369
53.92405; 1.23359
55.18987; 1.17345
55.10549; 0.91396
55.18987; 1.40948
56.37131; 0.96080
56.45570; 0.73597
56.62447; 1.19316
57.80591; 0.97694
57.72152; 0.66595
57.80591; 1.17345
59.15612; 0.81335
59.15612; 0.53626
59.15612; 1.02702
60.42194; 0.66595
60.42194; 0.42469
60.50633; 0.81335
61.60338; 0.66595
61.68776; 0.46159
61.77215; 0.84090
63.03797; 0.64413
63.03797; 0.43908
63.03797; 0.82701
64.30380; 0.46934
64.30380; 0.22548
64.30380; 0.73597
65.65401; 0.51012
65.65401; 0.24507
65.56962; 0.77369
66.83544; 0.31994
66.91983; 0.07634
66.91983; 0.55443
68.27004; 0.22548
68.18565; 0.01792
68.27004; 0.41768
69.53586; 0.33078
69.53586; 0.10478
69.45148; 0.55443
70.80169; 0.34773
70.80169; 0.10478
70.88608; 0.59264
71.98312; 0.23704
72.15190; 0.00875
72.06751; 0.53626
73.41772; 0.27084
73.41772; 0.00875
73.41772; 0.55443
74.76793; 0.09640
74.68354; 0.00861
74.76793; 0.42469
