ID, IAU Identifier, Catalog Coordinate  Ra, Catalog Coordinate  Dec, mag r-band  Petrosian, mag r-band  Auto, Redshift (Heliocentric), Redshift (Flow Corrected), Absolute Mag r-band  Auto, r-band Effective Radius, Surface Brightness (1R_e_AVG), Surface Brightness (1R_e), Surface Brightness (2R_e), Ellipticity  r-band, Position Angle  r-band, Stellar Mass, Colour Auto g-i, Galactic extinction  g-band, Priority Class, Bad Class
184370,J114452.14-013155.6,176.21728,-1.53212,15.896,15.916,0.02559,0.02688,-19.44,4.47,20.96,21.88,23.57,0.1371,10.1,9.65,0.81,0.077,8,0
184415,J114522.07-013354.7,176.34198,-1.56521,15.983,16.006,0.02835,0.0296,-19.56,3.62,20.55,21.13,23.06,0.2374,7.13,9.56,0.65,0.07,8,0
184648,J114936.34-012719.7,177.40145,-1.45549,13.813,13.749,0.01875,0.02069,-21.05,5.64,19.17,20.49,22.07,0.224,149.11,10.6,1.18,0.078,8,0
184689,J115000.33-012748.1,177.5014,-1.46337,15.783,15.797,0.08034,0.08165,-22.15,4.46,19.99,21.18,22.79,0.6072,40.89,11.07,1.36,0.077,8,0
185252,J115811.01-013850.8,179.54589,-1.64745,17.908,17.748,0.02176,0.02331,-17.27,7.25,23.43,24.17,25.96,0.3926,40.84,8.46,0.43,0.092,8,0
185291,J115913.13-013616.0,179.80472,-1.60447,17.506,17.492,0.02193,0.02346,-17.58,4.8,22.37,23.09,24.89,0.4058,53.41,8.83,0.71,0.11,8,0
185376,J120020.83-013530.7,180.08683,-1.59186,17.909,17.909,0.01987,0.02165,-16.98,6.39,22.99,23.88,25.58,0.5905,179.14,8.85,0.99,0.129,8,0
185510,J120221.91-012714.1,180.59132,-1.45394,16.515,16.206,0.02047,0.02217,-18.73,8.21,21.28,21.96,23.79,0.7754,120.13,9.4,0.85,0.1,8,0
185532,J120246.62-013536.3,180.69427,-1.59343,16.076,16.092,0.02021,0.02195,-18.81,7.44,22.61,23.23,25.12,0.1218,90.03,9.28,0.65,0.088,8,0
198343,J091609.88-004119.7,139.04119,-0.68882,16.181,16.187,0.05207,0.0532,-20.76,1.84,18.94,20.11,21.73,0.4251,76.6,10.48,1.25,0.138,8,0
198503,J091903.78-004903.5,139.76575,-0.81766,17.276,17.306,0.01664,0.01761,-17.1,2.51,20.68,21.82,23.44,0.4562,109.56,8.58,0.64,0.117,8,0
198591,J092037.48-004046.0,140.15619,-0.67946,14.285,14.193,0.01164,0.01269,-19.49,10.21,21.03,21.84,23.59,0.3414,157.95,9.61,0.72,0.13,8,0
198631,J092052.61-004604.5,140.21922,-0.76793,16.165,16.12,0.0557,0.05684,-20.95,3.38,20.35,21.65,23.24,0.3084,46.41,10.49,1.18,0.118,8,0
198771,J092315.67-004340.9,140.81532,-0.72803,14.122,14.089,0.01167,0.01275,-19.61,18.01,21.25,21.96,23.78,0.666,39.1,9.43,0.45,0.144,8,0
203037,J084901.58-002056.7,132.25661,-0.3491,18.193,16.839,0.01479,0.01543,-17.28,11.64,24.94,25.89,27.57,0.0642,163.52,8.59,0.55,0.124,8,0
203114,J085032.63-001510.1,132.63598,-0.25282,15.662,15.689,0.06977,0.07084,-21.9,3.9,20.21,21.38,22.99,0.3024,28.84,10.91,1.25,0.117,8,0
203140,J085058.40-001343.8,132.74334,-0.22885,16.158,16.155,0.08696,0.08804,-21.97,2.57,19.76,21.07,22.66,0.3054,38.22,10.93,1.29,0.111,8,0
203148,J085121.64-002342.5,132.84017,-0.39516,17.394,17.412,0.04289,0.04393,-19.04,1.88,20.73,21.25,23.27,0.1233,110.11,9.27,0.57,0.109,8,0
204799,J091750.80-001642.5,139.46169,-0.27848,13.807,13.656,0.01737,0.0183,-20.86,17.32,20.56,21.45,23.15,0.7068,154.55,10.36,0.98,0.115,8,0
204832,J091837.61-001857.5,139.65674,-0.31598,16.981,16.991,0.05523,0.05637,-20.05,2.75,21.13,22.15,23.8,0.0222,146.61,10.07,1.11,0.112,8,0
204836,J091846.26-001316.9,139.69277,-0.22136,18.855,16.047,0.05545,0.05659,-21.04,1.17,21.42,22.27,23.99,0.0985,61.72,10.65,1.15,0.119,8,0
204868,J091923.20-001247.8,139.8467,-0.2133,16.965,16.968,0.0386,0.03972,-19.27,1.29,19.38,20.03,21.9,0.1889,47.97,9.49,0.72,0.115,8,0
204876,J091932.24-002436.2,139.88435,-0.41007,17.457,17.357,0.03869,0.03981,-18.85,8.04,21.94,22.64,24.46,0.8391,57.22,9.19,0.57,0.116,8,0
204877,J091932.39-001759.7,139.88497,-0.29993,16.857,16.709,0.05412,0.05526,-20.31,3.61,21.37,22.88,24.44,0.0761,52.48,10.21,1.13,0.117,8,0
204906,J091940.95-002151.3,139.92065,-0.36426,16.227,16.224,0.05491,0.05605,-20.82,2.41,20.06,21.53,23.1,0.3652,158.7,10.36,1.07,0.117,8,0
204983,J092113.74-001349.5,140.30728,-0.23044,15.869,15.845,0.05494,0.05608,-21.19,4.83,20.61,21.75,23.37,0.4167,50.44,10.52,1.08,0.114,8,0
205086,J092236.32-002424.3,140.65136,-0.40676,16.463,16.685,0.05551,0.05666,-20.39,1.14,19.31,20.45,22.07,0.3137,91.53,10.38,1.31,0.109,8,0
205089,J092213.27-002148.2,140.55532,-0.36339,16.558,16.542,0.05697,0.05812,-20.6,3.17,20.33,21.66,23.25,0.4516,14.67,10.4,1.23,0.115,8,0
205097,J092234.32-002330.6,140.643,-0.39184,16.127,16.074,0.05566,0.05681,-21,5.42,21.18,22,23.74,0.4611,164.94,10.47,1.11,0.11,8,0
205161,J092244.93-002055.8,140.68724,-0.34883,14.931,14.8,0.05825,0.0594,-22.4,6.48,20.41,21.88,23.44,0.376,169.02,11.14,1.27,0.107,8,0
205168,J092254.15-002052.6,140.72565,-0.34796,16.793,16.774,0.05626,0.05741,-20.33,2.1,18.91,20.22,21.8,0.7339,105.9,10.26,1.19,0.106,8,0
205208,J092320.44-002349.6,140.83518,-0.39711,17.242,17.178,0.0543,0.05545,-19.85,1.47,19.2,20.46,22.05,0.554,2.06,10.09,1.22,0.102,8,0
209181,J084830.04+001015.1,132.1252,0.17087,15.651,15.578,0.0581,0.05915,-21.56,4.31,20.5,21.35,23.08,0.2304,67.23,10.3,0.61,0.147,8,0
209319,J085114.56+001112.9,132.81067,0.18692,17.84,17.871,0.025,0.02589,-17.36,3.27,21.7,22.38,24.21,0.5559,173.00999,8.5,0.44,0.127,8,0
209414,J085250.33+000928.7,133.20974,0.15797,17.096,16.956,0.02563,0.02655,-18.35,6.83,22.55,23.18,25.07,0.4544,89.52,9.04,0.59,0.117,8,0
210611,J091540.15+001108.0,138.91733,0.18557,16.505,16.504,0.07037,0.07151,-21.1,2.86,20.21,21.67,23.24,0.3365,160.17999,10.51,1.14,0.102,3,0
210660,J091642.18+001220.0,139.17575,0.20556,14.747,14.753,0.01682,0.01774,-19.68,5.5,19.79,20.84,22.49,0.4628,40.63,9.84,0.91,0.1,8,0
210781,J091835.57+000335.5,139.64824,0.05988,16.379,16.372,0.05542,0.05655,-20.69,4.34,21.35,21.79,23.94,0.2407,2.01,10.22,0.95,0.119,8,0
210808,J091901.65+001021.0,139.75689,0.17252,17.484,17.487,0.01748,0.01841,-17.02,3.8,22.53,23.07,25.06,0.1344,93.18,8.41,0.49,0.119,8,0
210909,J092108.70+000450.0,140.28626,0.08058,17.706,17.687,0.02356,0.02454,-17.43,3.34,21.64,22.29,24.16,0.4937,13.2,8.44,0.32,0.106,8,0
215053,J085040.01+002627.7,132.66674,0.44104,17.149,17.173,0.05224,0.05329,-19.76,3.1,20.23,21.2,22.87,0.7406,174.66,10.05,1.21,0.16,8,0
215289,J085401.38+003332.3,133.50576,0.55898,15.602,15.525,0.05761,0.05867,-21.64,3.05,19.94,21.21,22.81,0.0714,93.02,10.81,1.24,0.173,8,0
215292,J085408.51+002954.8,133.53547,0.49857,15.101,15.062,0.02823,0.02924,-20.49,5.71,19.62,20.54,22.23,0.7019,65.49,10.09,0.84,0.184,8,0
215335,J085434.53+002906.1,133.64389,0.48504,16.637,16.636,0.05318,0.05424,-20.33,3.34,20.65,21.62,23.29,0.4805,161.23,10.09,0.97,0.198,8,0
216670,J091650.03+003421.7,139.20847,0.57271,14.897,14.861,0.02844,0.02953,-20.73,8.61,20.13,21.01,22.72,0.7342,175.7,10.43,1.13,0.115,8,0
216843,J092046.18+003616.9,140.19242,0.60472,16.273,16.187,0.02382,0.0248,-18.98,7.73,22.46,23.18,24.99,0.2911,120.28,9.26,0.55,0.116,8,0
218681,J091700.13+005038.6,139.25054,0.84407,16.211,16.217,0.03801,0.03912,-20,5.22,20.41,20.82,23.04,0.7477,137.50999,9.91,0.88,0.101,8,0
218713,J092002.40+005039.1,140.01,0.84421,17.454,17.437,0.05848,0.05962,-19.77,1.76,19.63,20.82,22.43,0.6181,136.67999,10.03,1.18,0.119,8,0
218717,J091957.77+005044.1,139.99074,0.84559,17.456,16.954,0.01714,0.01808,-17.5,8.5,23.68,24.52,26.26,0.2437,161.44,8.92,0.85,0.119,8,0
220112,J120205.41+013133.2,180.52257,1.5259,14.826,14.811,0.01968,0.02147,-20.07,4.57,20.03,21.38,22.96,0.0418,13.11,10.12,1.08,0.074,8,0
220126,J120150.94+013411.1,180.46226,1.56977,17.945,17.917,0.02065,0.02231,-17.03,3.62,21.56,22.41,24.13,0.6545,172.99001,8.76,0.9,0.078,8,0
220170,J120242.90+013133.9,180.67877,1.5261,16.966,16.929,0.01796,0.01995,-17.77,6.63,21.57,22.22,24.09,0.7565,98.66,8.99,0.82,0.079,8,0
220218,J120316.32+013807.6,180.81803,1.63547,15.75,15.746,0.04772,0.04896,-20.98,5.26,21.06,22.58,24.14,0.0407,59.02,10.5,1.15,0.075,8,0
220227,J120305.13+012841.4,180.7714,1.47818,17.996,17.999,0.01928,0.02113,-16.79,2.69,21.87,22.91,24.56,0.203,96.52,8.74,0.99,0.079,8,0
220275,J120342.25+012726.2,180.92608,1.45729,16.552,16.538,0.02082,0.02246,-18.39,5.67,22.41,23.43,25.09,0.0227,139.17,9.14,0.69,0.082,8,0
220319,J120358.18+012857.9,180.99245,1.48278,18.012,17.931,0.02071,0.02236,-16.99,4.94,23.09,23.49,25.75,0.2115,145.83,8.57,0.68,0.084,8,0
220320,J120407.42+013459.3,181.03095,1.58315,17.767,17.875,0.02349,0.02487,-17.34,6.92,23.56,24.33,26.1,0.2873,89.09,8.85,0.86,0.08,8,0
220326,J120419.99+013403.3,181.08333,1.56759,13.158,13.099,0.02082,0.02246,-21.9,23.92,20.44,21.5,23.14,0.7675,10.72,11.06,1.34,0.087,8,0
220330,J120425.18+013850.3,181.10492,1.64731,16.314,16.303,0.02337,0.02476,-18.85,5.21,21.3,22.1,23.85,0.4275,18.78,9.56,1,0.075,8,0
220332,J120441.88+013609.6,181.17453,1.60268,15.915,15.872,0.02025,0.02196,-19.05,7.24,21.06,21.91,23.63,0.6429,6.05,9.7,1.07,0.08,8,0
220355,J120446.32+013003.9,181.19301,1.50109,18.028,18.006,0.01788,0.01988,-16.68,3.57,22.28,23.2,24.89,0.3486,53.46,8.72,1.02,0.078,8,0
220371,J120456.91+013029.6,181.23715,1.50824,15.916,15.807,0.02025,0.02196,-19.1,6.97,21.61,22.14,24.14,0.3537,168.78,9.53,0.83,0.078,8,0
220374,J120518.83+013815.2,181.32846,1.63756,16.608,16.611,0.01865,0.02058,-18.16,2.68,20.06,21.06,22.72,0.4901,41.03,9.28,1,0.074,8,0
220375,J120457.39+013806.7,181.23913,1.63522,16.981,16.991,0.02043,0.02211,-17.91,5.38,21.98,22.76,24.52,0.4995,172.28,9.19,0.99,0.079,8,0
220383,J120448.72+013847.3,181.203,1.64649,18.603,18.57,0.01836,0.02032,-16.15,3.1,22.03,22.75,24.55,0.6042,20.49,8.5,1,0.078,8,0
220394,J120540.66+013536.5,181.41943,1.59349,14.501,14.476,0.02053,0.0222,-20.47,5.56,20.01,21.11,22.74,0.1226,177.53,10.3,1.11,0.074,8,0
220439,J120631.58+013659.8,181.63159,1.61663,15.334,15.307,0.01948,0.0213,-19.51,5.64,20.84,21.59,23.37,0.1834,121.62,9.54,0.65,0.091,8,0
220450,J120603.12+013317.8,181.51303,1.55495,17.928,17.996,0.01971,0.02149,-16.83,4.81,22.62,23.43,25.17,0.515,118.33,8.33,0.5,0.082,8,0
220499,J120726.03+013244.1,181.8585,1.54559,16.261,15.769,0.04786,0.0491,-21.04,3.75,20.41,22.02,23.57,0.4046,172.13,10.69,1.26,0.101,8,0
220515,J120731.97+013814.5,181.88321,1.63737,17.064,17.008,0.01986,0.02162,-17.81,15.45,24.16,25.82,27.36,0.2165,134.66,8.94,0.72,0.101,8,0
220578,J120842.76+012722.8,182.17817,1.45636,16.139,16.158,0.01855,0.0205,-18.5,2.96,20.04,20.67,22.55,0.4083,31.64,8.98,0.5,0.114,8,0
220687,J121119.91+012932.1,182.83299,1.49227,14.175,14.117,0.00725,0.00948,-18.93,16.93,21.94,22.83,24.54,0.4284,64.61,9.27,0.58,0.095,8,0
220750,J121157.54+012921.2,182.98977,1.48925,17.491,17.409,0.02097,0.02259,-17.53,5.07,22.61,23.27,25.12,0.2987,45.36,8.62,0.49,0.1,8,0
221375,J122318.07+012912.7,185.82532,1.48686,15.258,15.265,0.02785,0.02904,-20.26,8.56,21.11,21.96,23.68,0.5338,126.68,9.82,0.63,0.083,8,0
227290,J141124.95+011511.5,212.85396,1.2532,18.047,18.025,0.0255,0.0264,-17.32,2.75,22.27,23.25,24.92,0.0914,0.41,8.86,0.88,0.143,8,0
227351,J141222.30+012154.8,213.09293,1.36523,16.414,16.338,0.02482,0.02574,-18.94,8.39,21.53,22.23,24.05,0.7798,48.69,9.5,0.87,0.155,8,0
227407,J141305.22+011036.5,213.27178,1.17681,18.719,18.679,0.02509,0.026,-16.61,3.32,22.56,23.23,25.08,0.5242,2.43,8.48,0.76,0.14,8,0
227607,J141717.86+010922.4,214.32444,1.15623,15.669,15.615,0.05356,0.05445,-21.39,10.69,21.51,22.53,24.18,0.6946,13.65,10.75,1.27,0.161,8,0
227617,J141717.75+011317.5,214.32398,1.22153,16.172,16.077,0.05426,0.05515,-20.94,4.97,21.31,22.87,24.42,0.1588,169.37,10.52,1.2,0.151,8,0
227673,J141808.62+011326.8,214.53595,1.22412,16.427,16.17,0.02572,0.02659,-19.16,5.59,22.05,22.82,24.59,0.1269,43.74,9.35,0.58,0.146,8,0
227905,J142116.64+011226.7,215.31936,1.20744,15.356,15.349,0.05481,0.05568,-21.69,3.45,18.62,19.96,21.54,0.7299,170,10.79,1.18,0.149,8,0
227961,J142159.35+010935.7,215.49731,1.15992,16.622,16.613,0.05484,0.05571,-20.46,6.26,20.69,21.19,23.24,0.8436,153.63,10.36,1.25,0.14,8,0
227970,J142225.10+011151.3,215.60459,1.1976,15.832,15.846,0.05412,0.05498,-21.13,4.36,20.77,21.64,23.36,0.2396,110.99,10.16,0.64,0.125,8,0
228066,J142328.18+010607.5,215.86742,1.10209,15.945,15.861,0.03968,0.04053,-20.45,5.11,19.69,21.02,22.61,0.774,177.73,10.31,1.14,0.111,8,0
228086,J142419.40+010727.9,216.08084,1.12442,17.114,17.124,0.03871,0.03955,-19.12,4.98,22.52,23.53,25.19,0.1959,28.95,9.18,0.41,0.111,8,0
228104,J142431.50+011115.3,216.13126,1.18759,18.765,18.456,0.03912,0.03996,-17.79,0.75,20.01,20.97,22.64,0.1246,108.56,9.13,1,0.122,8,0
228105,J142433.17+011038.3,216.13822,1.17732,13.728,13.619,0.03881,0.03965,-22.63,12.38,20.88,22.14,23.74,0.1823,124.11,11.03,0.96,0.123,8,0
228428,J142913.60+010418.7,217.30669,1.07186,16.581,16.599,0.03691,0.03773,-19.47,3.65,20.49,20.89,23.14,0.6254,155.12,9.52,0.63,0.128,8,0
228432,J142932.57+010702.5,217.38575,1.11738,16.553,16.582,0.02975,0.03057,-19.07,4.42,20.48,21.2,23.01,0.7468,128.66,9.4,0.7,0.137,8,0
230174,J115459.40+015129.2,178.74753,1.85812,17.794,17.664,0.02076,0.0224,-17.23,3.9,22.72,23.21,25.27,0.1867,20.04,8.48,0.45,0.086,8,0
230560,J120122.90+015532.6,180.34543,1.92574,15.61,15.595,0.01849,0.02043,-19.15,6.27,21.6,22.57,24.25,0.0433,179.61,9.52,0.79,0.107,8,0
230634,J120242.68+015707.9,180.67787,1.95221,14.192,13.731,0.01728,0.01933,-20.92,9.24,20.02,21.16,22.78,0.5606,58.42,10.54,1.17,0.084,8,0
230714,J120354.22+015328.5,180.97594,1.89126,14.866,14.717,0.02451,0.02582,-20.56,15.08,21.41,22.28,24,0.6699,43.76,10.18,0.91,0.101,8,0
230719,J120404.89+015818.4,181.02041,1.97178,18.154,18.226,0.0239,0.02525,-16.99,2.5,21.21,22.05,23.78,0.6001,106.25,8.75,0.91,0.102,8,0
230774,J120422.61+015202.0,181.09424,1.86722,18.045,18.254,0.01654,0.01865,-16.28,2.67,22.27,23.1,24.84,0.1039,96.41,8.56,1.01,0.101,8,0
230776,J120427.06+015345.4,181.11277,1.89597,12.034,11.531,0.01973,0.02151,-23.36,33.05,20.57,21.88,23.47,0.3321,11.19,11.6,1.27,0.102,8,0
230777,J120428.97+015338.7,181.12071,1.89409,14.014,15.305,0.02128,0.02286,-19.72,2.53,19.33,20.66,22.24,0.1292,59.21,10.08,1.2,0.102,8,0
230786,J120413.08+015400.5,181.05454,1.90016,15.588,15.565,0.01919,0.02105,-19.27,2.37,19.25,20.33,21.97,0.2025,33.32,9.93,1.24,0.103,8,0
230787,J120414.91+015200.0,181.06214,1.86667,16.739,16.774,0.02083,0.02246,-18.19,2.33,20.36,21.48,23.11,0.1909,39.91,9.34,1.05,0.101,8,0
230789,J120417.32+015502.8,181.07218,1.91746,16.682,16.627,0.0211,0.0227,-18.38,1.11,18.56,19.64,21.28,0.3084,66.34,9.52,1.18,0.103,8,0
230793,J120429.47+015623.9,181.1228,1.93997,15.624,15.661,0.0173,0.01935,-18.97,4.51,20,21.12,22.74,0.5543,17.81,9.73,1.14,0.102,8,0
230797,J120436.75+015508.3,181.15316,1.91898,17.852,17.827,0.01966,0.02145,-17.03,0.95,19.69,20.81,22.43,0.0549,42.07,8.94,1.13,0.101,8,0
230813,J120441.20+015948.9,181.17168,1.99692,17.62,17.49,0.02256,0.02401,-17.61,4.65,22.45,23.45,25.11,0.3042,63.81,9.02,0.93,0.098,8,0
230829,J120445.36+015512.6,181.18902,1.92019,18.758,18.82,0.01965,0.02144,-16,2.18,22.46,23.2,24.99,0.0617,173.53,8.37,0.93,0.099,8,0
230837,J120455.90+015403.0,181.23292,1.90086,17.056,17.106,0.0195,0.02131,-17.76,4.68,21.84,22.92,24.55,0.4072,28.68,9.24,1.12,0.095,8,0
230880,J120527.52+015653.2,181.3647,1.94812,15.772,15.785,0.01864,0.02057,-19,4.89,20.63,21.68,23.33,0.4071,104.68,9.7,1.09,0.09,8,0
230898,J120618.70+015456.9,181.57793,1.91581,19.575,19.089,0.01912,0.02099,-16.04,3.68,23.2,24.61,26.18,0.5145,152.11,8.71,1.15,0.1,8,0
231024,J120831.24+015433.9,182.13021,1.90943,15.306,15.248,0.02067,0.02232,-19.7,14.3,21.09,21.79,23.61,0.8438,35.61,10.04,1.15,0.105,8,0
238080,J141229.97+013515.7,213.12488,1.5877,18.459,18.456,0.02609,0.02698,-16.88,1.83,21.29,21.84,23.81,0.4431,109.82,8.33,0.47,0.162,8,0
238125,J141318.93+013951.8,213.32891,1.6644,16.042,16.031,0.02588,0.02677,-19.3,8.68,20.97,21.59,23.48,0.8247,40.01,9.5,0.72,0.173,8,0
238203,J141417.46+014610.4,213.57276,1.76956,17.154,17.246,0.05453,0.05543,-19.77,3.86,21.53,22.92,24.49,0.3546,175.28999,10.02,1.18,0.207,8,0
238211,J141432.63+014353.7,213.63597,1.7316,14.843,14.881,0.05307,0.05396,-22.1,3.34,19.59,20.94,22.52,0.0702,135.57001,11.04,1.29,0.2,8,0
238214,J141430.26+014352.1,213.6261,1.73116,17.629,17.039,0.05304,0.05393,-19.95,1.11,19.62,20.62,22.29,0.2028,117.56,10.13,1.21,0.2,8,0
238216,J141431.46+014532.0,213.6311,1.75889,17.289,17.172,0.05704,0.05794,-19.88,4.36,21.09,21.94,23.66,0.7266,100.25,10.18,1.31,0.202,8,0
238221,J141439.19+014100.8,213.66331,1.68358,16.53,16.541,0.05379,0.05468,-20.43,6.09,21.2,21.98,23.75,0.7108,56.35,10.22,1.06,0.195,8,0
238276,J141503.31+013908.3,213.7638,1.65231,15.807,15.75,0.05468,0.05557,-21.29,2.14,18.54,19.9,21.48,0.5738,99.4,10.58,1.13,0.175,8,0
238282,J141515.35+014352.8,213.81397,1.73136,16.038,16.058,0.05401,0.0549,-20.93,4.08,20.48,21.82,23.4,0.3792,122.29,10.48,1.17,0.164,8,0
238328,J141551.79+013510.9,213.96582,1.58638,17.492,17.519,0.02538,0.02627,-17.75,2.44,21.07,21.59,23.61,0.3558,57.21,8.82,0.62,0.144,8,0
238351,J141621.53+013540.8,214.08973,1.59468,17.236,17.01,0.05409,0.05498,-20.01,2.79,20.98,21.78,23.53,0.4717,113.02,10.14,1.19,0.141,8,0
238358,J141630.82+013707.9,214.12842,1.61888,14.885,14.873,0.05385,0.05474,-22.11,8,20.92,22.29,23.87,0.253,45.36,10.78,0.93,0.15,8,0
238360,J141604.44+014455.9,214.0185,1.74886,16.86,16.884,0.05568,0.05657,-20.19,4.38,20.83,21.6,23.37,0.7005,139.25,10.15,1.12,0.164,8,0
238395,J141658.36+013825.5,214.24319,1.64043,15.027,14.764,0.02506,0.02595,-20.5,4.11,19.87,20.7,22.44,0.1814,166.53999,9.87,0.57,0.162,8,0
238496,J141753.33+013822.7,214.47222,1.63965,16.954,16.957,0.05456,0.05544,-20.07,5.31,21.2,22.14,23.83,0.7284,167.31,10.13,1.16,0.142,8,0
238922,J142308.93+014017.6,215.78724,1.67158,13.937,13.869,0.02618,0.02702,-21.52,6.33,19.53,21.06,22.62,0.1972,37.64,10.74,1.13,0.123,8,0
239092,J142538.08+013601.5,216.4087,1.60043,15.634,15.537,0.03861,0.03945,-20.7,9.75,22.5,23.52,25.18,0.2268,52.43,9.99,0.63,0.114,8,0
239109,J142610.02+013617.6,216.54179,1.60489,15.464,15.457,0.08535,0.08622,-22.61,6.41,20.8,21.83,23.48,0.4547,160.03999,11.12,1.18,0.117,8,0
239172,J142643.74+013733.8,216.68225,1.62607,18.967,18.967,0.02896,0.02978,-16.58,2.56,22.22,22.72,24.77,0.5506,101.89,8.22,0.47,0.115,8,0
239249,J142804.41+013820.6,217.01838,1.63906,16.885,16.931,0.02901,0.02983,-18.65,3.46,20.25,20.64,22.93,0.7536,36,9.36,0.84,0.118,8,0
239292,J142847.98+014134.5,217.19993,1.69293,16.825,16.837,0.04823,0.04906,-19.89,1.92,19.58,20.25,22.1,0.4923,160.33,10,1.07,0.126,8,0
239376,J143004.83+013212.6,217.52015,1.53685,15.93,15.897,0.02714,0.02794,-19.55,7.93,21.23,22.02,23.78,0.6775,86.07,9.58,0.68,0.131,8,0
250183,J141657.32+015829.3,214.23885,1.97483,17.025,16.976,0.05884,0.05973,-20.24,0.85,18.56,19.93,21.51,0.1163,148.8,10.23,1.22,0.151,8,0
250277,J141744.12+015852.7,214.43384,1.98131,16.38,16.349,0.05811,0.05899,-20.77,4.47,21.37,22.52,24.14,0.2895,45.43,10.01,0.64,0.144,8,0
272190,J115258.00+011716.0,178.24169,1.2878,15.853,15.832,0.08094,0.08224,-22.13,3.7,20.37,21.9,23.46,0.1251,7.35,10.96,1.23,0.077,8,0
272298,J115454.56+012221.7,178.72735,1.37271,16.139,16.125,0.07732,0.07861,-21.76,6.09,20.15,21.13,22.8,0.8213,175.36,10.99,1.44,0.067,8,0
272439,J115754.70+011637.2,179.47792,1.277,15.851,15.862,0.04892,0.05017,-20.93,3.81,19.78,21.15,22.73,0.5368,166.24001,10.49,1.17,0.065,8,0
272443,J115758.78+012208.0,179.49493,1.36891,15.733,15.73,0.07829,0.07958,-22.16,5.98,20.8,21.92,23.55,0.4775,43.31,11.01,1.28,0.066,8,0
272488,J115833.45+012212.0,179.63941,1.37,16.26,16.28,0.04849,0.04974,-20.5,2.01,19.45,20.82,22.4,0.1975,135.2,10.33,1.19,0.073,8,0
272667,J120131.64+011745.0,180.38184,1.29586,15.976,15.912,0.0227,0.02414,-19.2,7.64,22,22.69,24.52,0.2725,161.78999,9.47,0.71,0.078,8,0
272748,J120256.91+012337.7,180.73716,1.39381,17.663,17.686,0.02326,0.02466,-17.46,1.58,20.38,21.27,22.98,0.2689,127.12,8.6,0.49,0.076,8,0
272831,J120401.97+012641.5,181.00821,1.44487,15.627,15.549,0.08352,0.0848,-22.49,3.75,20.29,21.78,23.34,0.1529,22.21,11.17,1.32,0.089,8,0
272833,J120403.54+012224.9,181.01476,1.37359,16.152,16.164,0.08251,0.08379,-21.85,4.44,20.91,22.35,23.92,0.2729,138.03,10.92,1.33,0.084,8,0
272995,J120639.38+011703.2,181.66411,1.28424,14.939,14.944,0.01804,0.02003,-19.78,14.49,21.52,23.11,24.66,0.5402,47.03,10.01,1.08,0.105,8,0
272996,J120640.21+012002.3,181.66757,1.33397,17.43,17.45,0.02213,0.02362,-17.6,3.77,21.67,22.31,24.18,0.4891,59.04,8.76,0.62,0.103,8,0
273092,J120759.99+012345.3,181.99998,1.39593,15.342,15.311,0.03743,0.03866,-20.86,7.59,21.72,22.66,24.35,0.2491,60.63,10.07,0.65,0.11,8,0
273296,J121159.45+012100.1,182.99771,1.35004,15.13,15.102,0.0209,0.02253,-19.85,11.16,21.62,22.56,24.25,0.4642,80.84,9.56,0.51,0.113,8,0
273850,J122202.43+012342.0,185.51013,1.395,15.673,15.64,0.08105,0.0823,-22.33,4.14,20.2,21.67,23.24,0.3183,129.35001,11.14,1.35,0.08,8,0
273952,J122349.33+012230.4,185.95556,1.37512,16.883,15.712,0.02693,0.02813,-19.74,6.68,22.24,23.11,24.83,0.3389,105.95,9.63,0.62,0.091,8,0
273966,J122319.49+012524.0,185.83121,1.42335,19.058,18.982,0.02581,0.02704,-16.43,1.33,21.13,22.17,23.82,0.3529,35.5,8.5,0.85,0.081,8,0
273976,J122318.52+011636.9,185.82719,1.27692,19.004,19.082,0.02681,0.02802,-16.3,1.98,22.16,23.03,24.75,0.266,172.98,8.2,0.61,0.085,8,0
273986,J122337.90+011733.7,185.90795,1.29271,19.615,19.482,0.0261,0.02732,-15.95,1.96,22.92,23.54,25.43,0.1383,41.36,8.27,0.82,0.095,8,0
278548,J084913.38+005106.7,132.30575,0.85188,15.494,15.444,0.04329,0.04432,-21.05,7.66,21.25,22.21,23.88,0.5351,125.64,10.25,0.79,0.129,8,0
278643,J085137.78+004936.6,132.90743,0.82683,17.777,17.825,0.03545,0.03648,-18.22,4.88,21.38,22.11,23.91,0.8342,124.83,9.14,0.8,0.13,8,0
278684,J085231.44+005112.8,133.13103,0.85357,17.468,17.477,0.01092,0.01161,-16,1.96,20.77,21.73,23.4,0.2016,11.38,8.09,0.58,0.142,8,0
278702,J085323.15+005008.6,133.34647,0.83573,18.743,18.768,0.02874,0.02976,-16.79,1.2,20.89,21.57,23.41,0.3256,86.76,8.34,0.51,0.183,8,0
278703,J085326.59+004958.4,133.3608,0.8329,17.367,17.384,0.04088,0.04192,-18.98,3.16,20.76,21.39,23.27,0.6769,44.06,9.36,0.7,0.182,8,0
278736,J085402.26+005031.8,133.50944,0.84217,17.491,17.395,0.03982,0.04086,-18.94,2.77,21.24,22.21,23.88,0.4235,6.72,9.7,1.13,0.18,8,0
