ID, IAU Identifier, Catalog Coordinate  Ra, Catalog Coordinate  Dec, mag r-band  Petrosian, mag r-band  Auto, Redshift (Heliocentric), Redshift (Flow Corrected), Absolute Mag r-band  Auto, r-band Effective Radius, Surface Brightness (1R_e_AVG), Surface Brightness (1R_e), Surface Brightness (2R_e), Ellipticity  r-band, Position Angle  r-band, Stellar Mass, Colour Auto g-i, Galactic extinction  g-band, Priority Class, Bad Class
380682,J083753.95+014704.1,129.47483,1.78449,18.939,17.522,0.01354,0.01402,-16.43,7.18,24.01,24.97,26.65,0.8043,134.22,8.36,0.68,0.185,8,0
380697,J083820.60+014357.1,129.58585,1.73254,15.744,15.685,0.0733,0.07432,-22.04,2.98,19.77,21.04,22.64,0.2922,90.35,10.99,1.29,0.226,8,0
380734,J083858.84+014404.6,129.74517,1.73462,15.764,15.713,0.07243,0.07345,-21.97,3.23,20.23,21.67,23.24,0.0457,60.73,10.96,1.29,0.235,8,0
381156,J084636.45+014633.8,131.65188,1.77606,17.049,17.073,0.05127,0.0523,-19.81,3.1,20.41,21.22,22.97,0.6715,83.6,10.01,1.14,0.159,8,0
381159,J084638.34+014342.7,131.65976,1.72853,17.183,17.166,0.05051,0.05154,-19.7,4.57,20.74,21.33,23.25,0.8229,44.28,10.02,1.18,0.158,8,0
381206,J084646.03+014950.9,131.69183,1.83081,14.468,14.265,0.05052,0.05155,-22.6,15.84,21.97,23.55,25.11,0.1509,165.27,11.22,1.24,0.162,8,0
381207,J084645.40+014917.6,131.6892,1.82158,16.097,15.844,0.05128,0.05231,-21.05,5.15,21.06,22.71,24.26,0.303,50.76,10.61,1.26,0.162,8,0
381215,J084643.64+015035.9,131.68184,1.84332,16.431,16.191,0.04997,0.051,-20.68,5.64,21.11,21.8,23.63,0.6648,53.63,10.49,1.29,0.167,8,0
381225,J084709.03+015112.3,131.78764,1.85343,16.173,16.176,0.05036,0.05139,-20.65,5.15,20.94,21.72,23.48,0.5374,101.72,10.13,0.86,0.144,8,0
381229,J084715.49+015344.0,131.81455,1.89556,15.973,15.902,0.04999,0.05102,-20.9,4.3,20.75,22.19,23.76,0.1838,59.06,10.49,1.18,0.142,8,0
381502,J085157.29+015344.3,132.98872,1.89564,18.24,18.254,0.02524,0.02613,-17,1.68,21.39,22.09,23.91,0.0661,2.15,8.37,0.45,0.128,8,0
382152,J090141.81+015107.7,135.42424,1.85215,16.476,16.498,0.05676,0.05784,-20.6,5.4,21.81,22.97,24.58,0.285,98.81,10.12,0.87,0.201,8,0
382158,J090207.39+020209.6,135.53082,2.03601,16.368,16.339,0.0577,0.05878,-20.82,2.19,19.13,20.41,22.01,0.5848,51.61,10.47,1.22,0.209,8,0
382631,J091051.25+020118.7,137.71356,2.02189,16.451,16.455,0.05464,0.05575,-20.55,2.42,20.26,21.22,22.9,0.1597,54.87,10.09,0.86,0.113,8,0
382659,J091118.91+020108.4,137.82883,2.01901,15.716,15.643,0.05545,0.05656,-21.45,5.28,20.19,21.56,23.14,0.6056,39.42,10.76,1.27,0.103,8,0
383147,J092018.69+021101.2,140.07791,2.18367,15.58,15.548,0.089,0.09017,-22.62,4.3,20.19,21.64,23.21,0.3438,71.36,11.19,1.29,0.108,8,0
383259,J092240.89+020641.5,140.67041,2.11154,15.262,15.137,0.05715,0.05829,-21.99,5.33,20.21,21.46,23.06,0.4212,99.82,10.73,0.93,0.169,8,0
383283,J092313.22+020336.3,140.8051,2.0601,16.34,16.35,0.0174,0.01835,-18.15,4.44,20.6,21.2,23.11,0.6385,120.27,9.16,0.84,0.167,8,0
383318,J092348.02+020645.8,140.95009,2.11275,14.769,14.702,0.02398,0.02497,-20.48,9.56,21.1,22.16,23.8,0.485,16.27,9.92,0.63,0.166,8,0
386268,J084445.41+021107.8,131.18921,2.18551,15.781,15.801,0.07444,0.07548,-21.96,4.17,20.16,21.4,23,0.5116,3.28,10.95,1.3,0.244,8,0
386286,J084522.49+021124.2,131.34372,2.19006,16.085,16.029,0.00624,0.00684,-16.32,7.76,22.54,23.15,25.06,0.2427,160.17999,8.22,0.57,0.242,8,0
387675,J090944.37+022101.3,137.4349,2.35037,15.945,15.915,0.05457,0.05567,-21.15,3.92,19.57,20.81,22.41,0.7239,73.88,10.69,1.32,0.161,8,0
387687,J090949.56+022818.9,137.45651,2.47192,16.723,16.72,0.01282,0.01367,-17.12,4.75,21.47,22.15,23.99,0.5024,32.06,8.53,0.56,0.194,8,0
387690,J091000.05+022047.9,137.50022,2.34665,18.045,18.026,0.03907,0.04016,-18.22,2.4,21.72,22.88,24.5,0.183,87.65,9.14,0.79,0.151,8,0
388451,J092040.24+022706.9,140.16769,2.45193,16.674,16.664,0.01214,0.01313,-17.1,7.24,21.88,22.49,24.4,0.6562,141.59,8.43,0.46,0.149,8,0
388476,J092057.75+023203.6,140.24064,2.53435,16.129,16.14,0.05651,0.05764,-20.98,2.29,19.74,21.02,22.61,0.1761,7.33,10.46,1.12,0.158,8,0
388552,J092200.85+023516.3,140.50357,2.58787,16.157,16.148,0.08582,0.08699,-21.97,3.85,20.22,21.43,23.03,0.5676,91.03,11.01,1.39,0.168,8,0
388603,J092308.12+022909.8,140.78384,2.48607,14.644,14.598,0.01735,0.01829,-19.9,14.29,22.3,22.99,24.82,0.1166,31.52,9.8,0.76,0.177,8,0
397449,J115253.51+013441.6,178.22297,1.57823,18.132,18.049,0.02098,0.02259,-16.9,3.57,21.4,22.31,24.01,0.749,67.36,8.5,0.63,0.066,8,0
402934,J115201.45+015951.8,178.00608,1.99774,18.257,18.28,0.02044,0.02211,-16.62,1.9,21.26,21.92,23.77,0.3628,114.78,8.28,0.52,0.074,8,0
402988,J115325.25+015419.5,178.35524,1.90544,17.414,17.413,0.03951,0.04075,-18.88,1.13,19.62,20.46,22.19,0.0769,72.63,9.4,0.81,0.066,8,0
417392,J084134.33+021119.8,130.39307,2.18885,17.336,17.36,0.02873,0.02971,-18.2,2.66,20.78,21.39,23.29,0.5398,71.34,8.88,0.5,0.201,8,0
417424,J084333.16+021239.7,130.8882,2.21104,16.729,16.696,0.02992,0.03092,-18.95,9.65,22.24,23.2,24.88,0.746,114.39,9.3,0.64,0.178,8,0
417433,J084407.63+021657.4,131.03181,2.28261,16.118,16.129,0.05094,0.05196,-20.78,4.09,19.6,20.51,22.21,0.7903,37.59,10.57,1.35,0.166,8,0
417441,J084431.98+021747.3,131.13327,2.29648,17.216,15.523,0.05114,0.05216,-21.39,7.75,20.74,21.72,23.39,0.6861,116.95,10.78,1.3,0.175,8,0
417453,J084444.82+021736.7,131.18678,2.29354,16.083,16.094,0.04938,0.0504,-20.71,6.4,20.83,21.68,23.41,0.72,113.42,10.37,1.12,0.188,8,0
417486,J084517.68+021650.0,131.32369,2.28056,17.036,17.021,0.05004,0.05106,-19.81,2.87,21.31,22.58,24.18,0.012,11.3,10.09,1.22,0.212,8,0
417568,J084728.99+021637.5,131.8708,2.2771,18.394,18.399,0.0284,0.02939,-17.13,2.25,22,22.58,24.52,0.198,2.36,8.68,0.78,0.128,8,0
417580,J084825.61+021716.1,132.10674,2.28781,16.788,16.77,0.0396,0.04062,-19.54,3.07,20.96,22.06,23.69,0.1997,35.92,9.93,1.15,0.12,8,0
418693,J090942.42+024031.4,137.42678,2.6754,15.836,15.789,0.05128,0.05238,-21.11,2.85,19.41,20.62,22.22,0.4791,64.35,10.62,1.25,0.145,8,0
418725,J090959.17+024400.5,137.49655,2.73348,15.442,15.454,0.03782,0.0389,-20.75,2.72,19.57,20.5,22.19,0.1168,121.86,10.28,0.97,0.154,8,0
418795,J091103.52+023420.2,137.76469,2.57229,17.774,17.79,0.03895,0.04004,-18.44,1.89,20.99,21.73,23.52,0.236,51.25,9.13,0.68,0.141,8,0
419632,J092300.15+025207.0,140.75064,2.86863,17.62,17.635,0.02484,0.02584,-17.64,3.29,22.15,22.73,24.66,0.1349,85.07,8.85,0.72,0.194,8,0
422292,J084037.80+023710.7,130.15752,2.61966,16.241,16.209,0.04973,0.05073,-20.63,1.67,18.46,19.6,21.22,0.5702,7.13,10.42,1.25,0.106,8,0
422320,J084114.60+023503.6,130.31083,2.58434,16.276,16.144,0.03142,0.03241,-19.62,9.5,22.14,22.9,24.67,0.6219,76.16,9.56,0.62,0.115,8,0
422355,J084201.20+023142.1,130.50504,2.52837,16.83,16.798,0.02848,0.02945,-18.77,5.08,22.19,23.19,24.85,0.0426,134.53,9.26,0.66,0.123,8,0
422359,J084213.17+023728.6,130.55488,2.62461,16.466,16.503,0.05,0.05101,-20.31,2.47,19.85,20.77,22.47,0.4488,176.86,10.07,0.94,0.113,8,0
422366,J084222.94+022950.3,130.5956,2.49733,15.813,15.784,0.02867,0.02965,-19.79,8.86,21.75,22.64,24.35,0.493,76.23,9.62,0.62,0.138,8,0
422406,J084300.45+023830.0,130.75189,2.64169,16.825,16.818,0.05052,0.05153,-20.03,1.2,19.01,20.25,21.85,0.2075,173.25,10.05,1.08,0.145,8,0
422443,J084404.22+024241.5,131.01759,2.71153,15.635,15.526,0.02613,0.02701,-19.82,1.94,18.72,19.89,21.51,0.2971,47.33,10.06,1.12,0.14,8,0
422464,J084342.75+023521.0,130.92815,2.58917,18.443,18.309,0.02571,0.02658,-16.97,3.71,21.92,22.49,24.43,0.7328,132.37,8.57,0.72,0.159,8,0
422486,J084443.28+023421.8,131.18034,2.57274,17.268,17.28,0.02615,0.02704,-18.08,3.76,21.78,22.2,24.41,0.4249,114.61,8.78,0.42,0.14,8,5
422619,J084707.61+023718.5,131.78175,2.6218,16.326,16.256,0.02896,0.02996,-19.36,7.1,22.36,23.08,24.89,0.1411,84.43,9.63,0.84,0.145,8,0
422639,J084637.68+023651.7,131.65703,2.61436,19,19.027,0.02837,0.02935,-16.47,3.26,22.86,23.93,25.57,0.4153,29.84,8.32,0.66,0.164,8,0
422683,J084731.38+024408.4,131.88075,2.73567,18.528,18.465,0.02805,0.02902,-17.03,3.61,23.03,23.63,25.54,0.2378,86.13,8.42,0.52,0.128,8,0
463317,J140942.34-011524.2,212.42643,-1.25675,17.789,17.718,0.0244,0.02535,-17.5,6.35,22.03,22.84,24.59,0.8224,13.77,8.61,0.47,0.212,8,0
485504,J142424.24-014553.6,216.10103,-1.7649,16.394,16.38,0.05613,0.057,-20.67,5.32,21.72,22.73,24.39,0.2314,121.21,10.2,0.94,0.177,8,0
485690,J142804.57-014954.3,217.01907,-1.83176,16.828,16.708,0.05425,0.0551,-20.3,9.03,21.7,22.36,24.21,0.844,169.28999,10.18,1.11,0.2,8,0
485885,J143101.89-014301.9,217.7579,-1.71721,16.226,16.24,0.05502,0.05586,-20.78,5.04,21.64,22.38,24.17,0.1595,164.78,10.25,0.94,0.161,8,0
485922,J143124.08-014937.9,217.85034,-1.82722,16.474,16.548,0.05319,0.05402,-20.43,4.22,20.11,20.69,22.62,0.7869,99.76,10.31,1.21,0.171,8,0
485924,J143143.38-014935.7,217.93075,-1.8266,15.709,15.709,0.05178,0.05261,-21.18,3.17,20.17,21.42,23.02,0.0589,26.75,10.41,0.94,0.167,8,0
486782,J144539.91-014307.0,221.41632,-1.71862,16.5,16.485,0.02966,0.03041,-19.14,7.08,21.48,22.18,24,0.7208,168.16,9.3,0.54,0.19,8,0
486834,J144658.75-014719.9,221.74483,-1.78889,16.896,16.915,0.04349,0.04425,-19.58,5.99,20.79,21.53,23.32,0.8545,70.29,9.75,0.89,0.207,8,0
486872,J144733.17-013844.3,221.88822,-1.64567,15.25,15.238,0.04287,0.04362,-21.22,6.32,20.77,21.95,23.56,0.4233,52.73,10.43,0.92,0.217,8,0
486957,J144929.39-014632.7,222.37247,-1.77575,15.529,15.502,0.08358,0.08436,-22.48,8.01,22.29,23.53,25.13,0.0048,135.31,10.91,0.97,0.21,8,0
487010,J145006.22-013641.6,222.52592,-1.61157,18.361,18.275,0.04287,0.04361,-18.16,3.13,22.59,23.32,25.12,0.1947,129.69,9.01,0.67,0.195,8,0
487027,J145042.98-014253.5,222.67911,-1.71488,14.858,14.595,0.02645,0.02715,-20.78,6.22,20.57,21.15,23.09,0.35,168.84,10.09,0.7,0.231,8,0
492384,J142534.70-012234.0,216.39461,-1.37612,15.974,15.992,0.05543,0.05629,-21.05,3.77,20.29,21.19,22.89,0.454,49.54,10.46,1.07,0.152,8,0
492414,J142600.76-012442.4,216.5032,-1.4118,16.069,16.066,0.05494,0.0558,-20.94,4.4,21.39,22.02,23.9,0.0237,70.19,10.1,0.67,0.165,8,0
493621,J144720.54-011810.7,221.83561,-1.30299,17.104,17.124,0.02948,0.03023,-18.51,5.24,22.51,23.49,25.16,0.2277,178.31,9.03,0.51,0.191,8,0
493811,J145004.42-011023.9,222.51845,-1.17331,17.884,17.877,0.02747,0.02818,-17.55,2.24,21.5,22.58,24.21,0.1455,53.09,8.76,0.64,0.173,8,0
493825,J144945.38-011027.3,222.43912,-1.17427,18.561,18.556,0.0269,0.02761,-16.88,3.26,22.67,23.65,25.32,0.3901,146.72,8.23,0.35,0.18,8,0
496966,J141022.04-010653.9,212.59187,-1.11499,16.334,16.362,0.05417,0.05509,-20.65,5.28,20.52,21.15,23.03,0.7671,132.49001,10.38,1.16,0.191,8,0
504713,J142810.04-015629.7,217.04187,-1.94161,15.346,15.294,0.05383,0.05468,-21.69,5.4,19.86,20.63,22.4,0.6729,22.44,10.47,0.75,0.197,8,0
504882,J143015.26-015556.1,217.56359,-1.93227,16.482,16.516,0.05405,0.05489,-20.48,3.8,21.26,22.02,23.8,0.1921,87.71,10.12,0.93,0.184,8,0
504922,J143106.68-015644.7,217.77785,-1.94576,17.228,17.244,0.05296,0.0538,-19.7,4.2,20.8,21.43,23.31,0.7838,133.64,10.02,1.19,0.173,8,0
505765,J144612.19-014852.4,221.55081,-1.81457,16.093,15.972,0.08045,0.08124,-21.96,2.05,19.45,20.9,22.47,0.1903,22.63,10.91,1.25,0.194,8,0
505788,J144648.65-015731.1,221.70274,-1.95865,14.366,14.323,0.04279,0.04355,-22.14,7.94,20.57,22,23.57,0.2962,100.92,10.89,1.05,0.228,8,0
505817,J144720.18-015538.3,221.83412,-1.92731,17.833,17.82,0.04374,0.0445,-18.67,5.28,22.73,23.45,25.26,0.5213,84.53,9.03,0.45,0.221,8,0
505828,J144743.60-015423.7,221.93167,-1.9066,16.152,16.147,0.05783,0.0586,-20.99,3.48,20.63,21.71,23.35,0.212,120.91,10.41,1.05,0.217,8,0
505979,J144947.46-015438.9,222.44775,-1.91082,16.496,16.481,0.04358,0.04433,-20,4.96,21.2,21.86,23.72,0.5494,50.2,9.75,0.68,0.222,8,0
508138,J142417.68-013503.0,216.07368,-1.58419,16.455,16.476,0.05612,0.05699,-20.64,3.22,19.82,20.83,22.49,0.6875,143.14,10.49,1.33,0.164,8,0
508144,J142430.31-013742.2,216.12633,-1.62839,16.226,16.142,0.05701,0.05788,-20.96,1.68,18.8,20.12,21.71,0.4037,42.84,10.47,1.14,0.17,8,0
508268,J142604.84-013220.1,216.52018,-1.53894,16.519,16.479,0.05484,0.0557,-20.54,7.58,22.22,23.75,25.31,0.3404,127.26,10.25,1.07,0.179,8,0
508312,J142623.70-013537.4,216.59877,-1.59374,16.935,16.891,0.05572,0.05658,-20.19,1.98,19.36,20.51,22.13,0.6444,44.5,10.19,1.19,0.183,8,0
508414,J142809.84-014022.2,217.04102,-1.67285,17.844,15.947,0.03045,0.03128,-19.75,4.46,19.95,20.63,22.47,0.751,96.52,9.68,0.71,0.197,8,0
508421,J142757.39-013752.2,216.98916,-1.63118,16.139,16.147,0.05534,0.05619,-20.89,3.74,20.79,21.62,23.36,0.2562,94.21,10.39,1.07,0.192,8,0
508480,J142843.73-013930.4,217.18224,-1.65844,16.925,16.944,0.03585,0.03668,-19.1,2.75,21,21.89,23.6,0.182,49.19,9.62,0.97,0.203,8,0
508481,J142845.91-013454.5,217.19132,-1.58182,16.89,16.932,0.05579,0.05664,-20.12,3.73,21.74,22.24,24.29,0.1552,147.71001,10,0.96,0.2,8,0
508682,J143140.57-013441.3,217.91906,-1.57814,17.8,17.842,0.01286,0.01428,-16.07,3.29,21.43,22.02,23.94,0.6509,68.62,8.04,0.48,0.17,8,0
509397,J144446.47-013108.7,221.19366,-1.5191,16.204,16.125,0.05594,0.05672,-20.94,5.55,22.57,24.26,25.81,0.1933,137.07001,10.24,0.85,0.187,8,0
509444,J144516.98-013409.4,221.32078,-1.5693,18.234,18.062,0.03417,0.03493,-17.87,4.9,23.15,23.64,25.71,0.3526,120.54,9.05,0.84,0.183,8,0
509516,J144637.98-013130.9,221.65827,-1.52526,17.165,17.102,0.01985,0.02077,-17.67,3.44,20.57,21.65,23.28,0.6992,54.8,8.74,0.57,0.19,8,0
509557,J144752.26-013412.1,221.96775,-1.57005,18.088,17.852,0.0266,0.02732,-17.6,0.97,19.57,20.85,22.45,0.3833,152.57001,8.87,0.72,0.197,8,0
509576,J144753.45-012236.2,221.97272,-1.37673,18.41,18.295,0.0267,0.02742,-17,4.68,23.75,24.44,26.27,0.3205,26.06,8.26,0.3,0.19,8,0
509670,J144923.35-013333.2,222.34731,-1.55925,17.137,17.076,0.02657,0.02728,-18.32,7.46,23.07,23.94,25.66,0.4293,34.7,8.95,0.49,0.192,8,0
509727,J145034.48-012925.6,222.64368,-1.49045,18.051,17.66,0.04409,0.04483,-18.91,3.47,22.25,22.8,24.78,0.5362,16.49,9.2,0.54,0.207,8,0
511789,J142358.19-010742.3,215.99246,-1.12842,17.159,17.156,0.03437,0.03522,-18.81,7.44,21.59,22.51,24.21,0.8743,19.69,9.02,0.36,0.157,8,0
511863,J142508.99-010648.4,216.28746,-1.11347,14.952,14.931,0.0088,0.0103,-18.31,8.37,20.27,21.14,22.86,0.7133,149.75999,9.36,0.99,0.183,8,0
511867,J142533.23-010650.2,216.38846,-1.11394,15.071,15.023,0.05523,0.05609,-22.01,6.15,20.56,21.07,23.1,0.4029,117.81,10.68,0.86,0.177,8,0
511890,J142608.78-011208.2,216.53659,-1.2023,16.018,16.004,0.05549,0.05635,-21.07,3.86,19.91,21.05,22.67,0.6191,137.78,10.55,1.19,0.148,8,0
513001,J144528.58-010939.1,221.36912,-1.16088,18.095,18.118,0.04141,0.04217,-18.26,1.74,20.59,20.83,23.79,0.5676,43.89,9.02,0.64,0.174,8,0
513066,J144620.36-010457.9,221.58483,-1.08276,16.011,16.184,0.02934,0.03009,-19.41,10.86,22.48,23.3,25.04,0.6131,86.1,9.33,0.45,0.182,8,0
513108,J144651.75-010848.7,221.71563,-1.14686,17.013,16.781,0.04172,0.04248,-19.62,8.58,23.43,24.49,26.13,0.1383,54.7,9.64,0.73,0.189,8,0
514214,J092156.39+024132.2,140.48496,2.69229,15.564,15.417,0.08611,0.08728,-22.69,9.25,22.03,23.59,25.15,0.1637,116.22,11.26,1.33,0.171,8,0
514260,J092346.36+024510.6,140.94319,2.75297,16.23,15.428,0.01683,0.01778,-19.02,21.68,23.51,24.52,26.18,0.629,74.53,9.38,0.6,0.228,8,0
517070,J084234.17+022539.9,130.6424,2.42777,15.955,15.958,0.05096,0.05197,-20.9,5.94,21.55,22.16,24.06,0.277,15.45,10.16,0.76,0.165,8,0
517130,J084337.81+023054.7,130.90756,2.51522,19.428,19.352,0.02617,0.02706,-99.9,1.4,21.49,22.51,24.17,0.4211,26.32,8.28,0.82,0.163,8,0
517164,J084459.22+022834.8,131.24678,2.47635,15.981,15.942,0.04962,0.05064,-20.88,6.76,21.02,22.49,24.06,0.5711,8.36,10.36,1.02,0.154,8,0
517167,J084438.72+022439.5,131.16137,2.41098,16.573,16.567,0.0299,0.0309,-19.08,3.67,21.09,21.64,23.61,0.3091,3.18,9.24,0.5,0.162,8,0
517205,J084531.79+022833.1,131.38247,2.47587,15.311,15.188,0.07651,0.07756,-22.64,6.76,21.1,22.43,24.01,0.214,160.42999,11.24,1.31,0.165,8,0
517247,J084602.63+023201.2,131.51096,2.53367,15.341,15.315,0.02795,0.02892,-20.24,12.05,20.99,21.62,23.5,0.8305,114.34,10.2,1.1,0.16,8,0
517249,J084612.24+022437.7,131.55101,2.41047,16.064,16.026,0.0281,0.02907,-19.49,5.47,21.76,22.51,24.29,0.3849,161.92999,9.4,0.49,0.178,8,0
517256,J084542.50+022121.9,131.4271,2.35608,17.008,16.947,0.03261,0.03362,-18.89,7.15,22.13,22.71,24.65,0.6943,72.61,9.25,0.59,0.2,8,0
517273,J084640.52+022428.8,131.66886,2.40802,15.249,15.177,0.01326,0.01383,-18.71,3.83,19.64,20.76,22.39,0.3965,116.22,9.16,0.56,0.192,8,0
517295,J084630.62+023238.6,131.6276,2.54407,18.15,18.123,0.02843,0.02941,-17.44,3,22.35,23.24,24.95,0.2142,44.42,8.94,0.91,0.167,8,0
517302,J084654.29+023336.2,131.72622,2.56007,15.317,15.314,0.02871,0.02971,-20.29,5.31,20.52,21.78,23.38,0.3003,59.69,10.18,1.06,0.172,8,0
517306,J084651.22+023410.9,131.71344,2.56971,16.4,16.342,0.0296,0.03061,-19.29,4.72,21.34,22.11,23.88,0.3657,155.89,9.38,0.57,0.17,8,0
517307,J084651.74+023405.1,131.71561,2.56809,18.693,18.497,0.02775,0.02871,-16.99,2.16,22.09,22.94,24.67,0.2839,114.21,8.69,0.84,0.171,8,0
517310,J084655.72+022417.4,131.7322,2.40483,17.473,17.454,0.03515,0.03616,-18.57,3.09,20.97,22.38,23.95,0.5622,142.97,9.26,0.77,0.182,8,0
517334,J084658.80+022315.0,131.74502,2.38752,19.062,19.195,0.02778,0.02874,-16.3,2.99,23.3,23.98,25.82,0.2586,159.05,8.32,0.73,0.176,8,0
521898,J084644.66+024739.3,131.68612,2.79428,18.318,18.335,0.02787,0.02883,-17.15,1.95,21.89,22.5,24.4,0.0941,162.22,8.46,0.49,0.126,8,0
534654,J113724.68-005749.7,174.35287,-0.96382,15.828,15.794,0.05011,0.05139,-21.02,3.46,20.54,21.41,23.13,0.0276,20.63,10.31,0.89,0.081,8,0
534655,J113727.46-005047.6,174.36443,-0.84657,14.52,14.466,0.04644,0.04771,-22.21,7.81,20.45,21.63,23.24,0.3975,144.72,11.13,1.33,0.071,8,0
534710,J113853.11-005633.2,174.72129,-0.94258,17.253,17.294,0.02698,0.02824,-18.17,2.69,20.64,21.37,23.17,0.5322,119.74,9.13,0.81,0.053,8,0
534753,J114006.20-005405.0,175.02585,-0.90142,14.416,14.385,0.0287,0.02995,-21.22,1.79,19.27,20.22,21.9,0.3269,140.03999,10.35,0.8,0.082,8,0
534759,J113944.65-010128.9,174.93606,-1.02472,17.827,16.977,0.02842,0.02967,-18.55,26.44,24.83,26.31,27.87,0.5422,95.18,9.26,0.8,0.075,8,0
536454,J120935.23-005444.9,182.39681,-0.91248,14.994,14.932,0.05989,0.06115,-22.32,6.69,20.6,22.24,23.78,0.1776,65.92,11.08,1.23,0.07,8,0
536463,J120954.45-005505.4,182.47689,-0.91817,15.748,15.719,0.07921,0.08049,-22.18,3.2,19.44,20.59,22.21,0.5249,8.72,11.05,1.31,0.074,8,0
536625,J084932.79-000500.9,132.38665,-0.0836,15.664,15.665,0.03704,0.03807,-20.48,5.42,20.84,22.04,23.65,0.3124,68.93,10.18,0.97,0.111,8,0
536626,J085000.61-001056.3,132.50257,-0.18231,17.627,17.647,0.04052,0.04156,-18.67,5.06,21.78,22.36,24.29,0.7321,11.14,9,0.42,0.106,8,0
537163,J121715.66-005535.6,184.31527,-0.92658,17.586,17.436,0.02051,0.0222,-17.5,4.98,23.47,24.23,26.01,0.2758,81.37,8.58,0.43,0.093,8,0
537171,J121745.95-010031.2,184.44149,-1.00869,17.976,17.582,0.03984,0.04106,-18.72,2.48,21.46,21.96,24.01,0.1667,128.55,9.36,0.83,0.102,8,0
537187,J121752.03-005426.6,184.46681,-0.9074,16.254,15.97,0.02116,0.02276,-19.01,5.74,21.21,21.78,23.73,0.5495,33.15,9.37,0.68,0.11,8,0
537226,J121808.87-005845.3,184.53696,-0.97925,15.098,14.772,0.07443,0.07569,-22.94,0.9,16.1,18.35,19.87,0.3192,162.92999,11.09,0.96,0.117,8,0
537361,J121948.26-005231.6,184.9511,-0.87545,14.311,14.259,0.03964,0.04086,-22.05,7.28,20.16,21.34,22.95,0.3879,2.59,10.83,1,0.116,8,0
537367,J121950.67-005241.6,184.96112,-0.87823,18.029,18.003,0.04007,0.04129,-18.31,1.11,19.92,20.71,22.47,0.3288,161.87,9.14,0.77,0.116,8,0
537399,J122020.11-005255.2,185.08379,-0.88202,16.699,16.717,0.04034,0.04156,-19.63,5.07,21.83,22.61,24.38,0.3216,106.38,9.63,0.71,0.113,8,0
537417,J122019.85-005056.7,185.08273,-0.8491,17.167,17.029,0.0244,0.02571,-18.2,7.12,22.86,23.5,25.37,0.3154,76.93,8.96,0.57,0.114,8,0
543489,J140711.11-005243.1,211.79629,-0.87864,15.086,15.006,0.05312,0.05405,-21.98,5.21,20.5,22,23.56,0.0767,78.71,10.93,1.2,0.191,8,0
543499,J140712.77-005829.4,211.80324,-0.97485,16.617,16.631,0.05351,0.05444,-20.34,3.27,21.29,22.27,23.94,0.0233,63.48,10.25,1.18,0.22,8,0
543536,J140734.92-005814.8,211.89551,-0.97078,17.546,17.34,0.05403,0.05496,-19.63,0.53,17.88,19.31,20.88,0.2897,178.71001,10,1.22,0.208,8,0
543552,J140750.65-005701.3,211.96106,-0.95038,17.082,17.062,0.05194,0.05287,-19.86,2.58,19.97,21.04,22.68,0.6763,52.33,10.1,1.23,0.195,8,0
543554,J140754.18-005122.5,211.97578,-0.85626,17.328,17.307,0.05522,0.05615,-19.74,2.51,20.04,21.01,22.69,0.7121,93.3,10.03,1.21,0.182,8,0
543738,J141022.87-005113.1,212.59532,-0.85364,18.848,18.779,0.02515,0.02607,-16.44,2.77,22.05,22.91,24.63,0.6361,15.67,8.3,0.66,0.187,8,0
543752,J141032.73-005030.7,212.63639,-0.84186,17.096,16.986,0.02533,0.02625,-18.3,9.1,23.16,24.08,25.77,0.4731,43.63,8.92,0.46,0.186,8,0
543763,J141100.80-005414.1,212.75337,-0.90393,17.999,18.026,0.02592,0.02682,-17.3,3.53,22.1,22.78,24.62,0.4911,171.64,8.49,0.45,0.188,8,0
543769,J141112.02-005802.5,212.80011,-0.96738,17.803,17.842,0.02494,0.02586,-17.42,2.85,20.85,21.45,23.36,0.7448,78.75,8.43,0.31,0.199,8,0
543812,J141212.88-005046.9,213.05369,-0.84637,16.435,16.317,0.03258,0.03347,-19.51,5.68,21.78,22.41,24.3,0.5113,116.96,9.37,0.45,0.202,8,0
543859,J141236.41-010211.1,213.15174,-1.03642,15.433,15.45,0.05385,0.05476,-21.57,7.42,20.2,20.94,22.73,0.8023,67.86,10.73,1.15,0.226,8,0
551192,J091721.31-002715.1,139.33882,-0.45421,16.953,16.955,0.01691,0.01785,-17.48,1.63,19.65,20.7,22.34,0.3164,53.37,8.75,0.66,0.135,8,0
551202,J091728.99-003714.1,139.37082,-0.62059,14.339,14.309,0.01647,0.01742,-20.1,12.69,20.67,21.3,23.18,0.725,27.56,9.96,0.85,0.133,8,0
551332,J091935.88-002706.7,139.89952,-0.45188,16.857,16.883,0.05627,0.05741,-20.21,2.08,19.82,20.49,22.33,0.5144,98.31,10.02,0.94,0.119,8,0
551350,J091955.18-003528.7,139.97992,-0.59133,16.323,16.451,0.02882,0.02993,-19.11,5.78,22.48,23.05,25,0.5129,72.34,9.22,0.45,0.122,8,0
551368,J092004.27-003008.9,140.01779,-0.50248,17.665,17.663,0.02573,0.02676,-17.66,1.93,21,22.33,23.91,0.0385,109.83,8.88,0.76,0.117,8,0
551488,J092157.99-003547.2,140.49162,-0.59646,16.53,16.454,0.05614,0.05729,-20.63,5.13,21.75,22.74,24.41,0.1607,123.04,10.25,1,0.113,8,0
