0.0 4.32386257911 2.54785844369
0.36 8.54681050574 2.48110232726
0.36 20.1185781369 2.53673242428
0.71 29.1948076247 2.43659824964
0.71 30.5351113347 2.62574057952
1.07 36.4576210888 2.53673242428
1.07 53.3814956277 2.74812679297
1.43 53.3614059314 2.64799261833
1.43 75.5091190279 2.93726912285
1.78 66.4832166169 2.69249669595
1.78 79.6053036457 3.12641145274
2.14 78.4301815006 2.84826096762
2.14 99.8931721577 3.33780582143
2.5 97.69131284 3.07078135571
2.5 114.662045782 3.46019203488
2.86 117.801988019 3.23767164678
2.86 130.331426041 3.80509863643
3.21 128.275518876 3.43793999607
3.21 135.27030322 3.9831149469
3.57 131.833334207 3.60483028714
3.57 136.554119663 4.16113125738
3.93 143.951940814 3.80509863643
3.93 156.318814617 4.48378582012
4.28 149.956212002 4.55054193654
4.28 162.10256131 3.91635883047
4.64 158.295803829 4.70630620821
4.64 162.856697583 4.18338329619
5.0 158.437631269 4.51716387833
5.0 173.64030993 4.9177005769
5.35 169.610749636 4.6840541694
5.35 186.728292648 5.24035513964
5.71 173.613094409 5.07346484857
5.71 178.573239324 5.55188368297
6.07 170.726449011 5.34048931428
6.07 189.614826976 5.78553009047
6.43 177.831922963 5.31823727547
6.43 182.223589268 6.01917649797
6.78 182.52327436 5.69652193523
6.78 185.343802607 6.0859326144
7.14 170.365836833 6.18606678904
7.14 191.285377928 5.77440407107
7.5 185.584147726 6.43083921595
7.5 189.563150054 6.26394892488
7.85 181.540017599 6.76461979809
7.85 194.88678707 6.50872135178
8.21 181.449067693 6.84250193392
8.21 196.949334895 6.87587999214
8.57 185.185526625 7.10952639964
8.57 195.002503871 6.83137591452
8.92 190.357287195 7.09840038023
8.92 199.456158348 6.73124173987
9.28 186.6862977 7.08727436083
9.28 200.27393648 6.64223358464
9.64 194.854484792 7.32092076833
9.64 205.526026266 7.04277028321
10.0 201.10055806 7.68807940868
10.0 221.684155441 7.20966057428
10.35 215.229998459 7.45443300118
10.35 228.353503666 7.38767688476
10.71 216.492509994 7.4878110594
10.71 239.572408125 6.65335960404
11.07 225.840395991 7.14290445785
11.07 228.350434844 7.75483552511
11.42 228.862049866 7.66582736987
11.42 245.474052131 7.88834775797
11.78 225.138336117 7.17628251606
11.96 227.832258987 5.99692445916
12.14 242.19021161 7.39880290416
12.49 245.132546729 7.35429882654
12.67 226.961806097 6.34183106071
13.03 248.546452434 5.67426989642
13.39 245.18144799 6.34183106071
13.74 230.254656427 6.0859326144
14.1 236.682067989 6.84250193392
14.46 249.809529887 5.79665610988
14.82 233.073578591 7.06502232202
15.17 234.777999963 6.67561164285
15.53 260.327303739 6.68673766226
15.89 236.322649319 6.38633513833
16.24 236.525160834 7.00939222499
16.6 235.320866955 6.92038406976
16.96 231.679190526 7.22078659368
17.31 252.128018582 6.50872135178
17.67 235.618588937 7.38767688476
18.03 241.671279722 7.18740853547
18.39 253.091939885 7.4878110594
18.74 230.389885015 6.97601416678
19.28 242.252117396 6.75349377868
19.46 224.476075572 7.19853455487
20.17 237.442252347 7.33204678773
20.35 245.763020711 7.47668503999
21.06 228.168944625 6.3307050413
21.6 222.284263946 7.22078659368
22.13 240.911005814 6.7979978563
23.2 234.347879371 6.67561164285
23.2 247.660887287 6.86475397273
24.28 244.339033094 7.47668503999
24.99 223.747653823 6.82024989511
25.35 218.720763268 6.92038406976
26.42 228.664711708 7.57681921464
26.95 226.156351308 6.76461979809
27.67 240.200699278 7.54344115642
29.27 212.569399957 7.46555902059
29.45 221.332720785 6.5643514488
31.59 235.800399275 7.35429882654
32.31 224.255962067 6.72011572047
34.63 232.349021749 6.59772950702
35.88 219.975751501 7.0316442638
37.84 233.523985726 7.28754271011
40.34 259.138650286 7.56569319523
41.59 246.418979632 7.42105494297
45.7 251.682289436 8.03298601023
47.12 229.507169734 7.4878110594
50 238 5
51 238 5
52 238 5
53 238 5
54 238 5
55 238 5
56 238 5
57 238 5
58 238 5
59 238 5
60 238 5
61 238 5
62 238 5
63 238 5
64 238 5
65 238 5
66 238 5
67 238 5
68 238 5
69 238 5
70 238 5
71 238 5
72 238 5
73 238 5
74 238 5
75 238 5
76 238 5
77 238 5
78 238 5
79 238 5
80 238 5
81 238 5
82 238 5
83 238 5
84 238 5
85 238 5
86 238 5
87 238 5
88 238 5
89 238 5
90 238 5
91 238 5
92 238 5
93 238 5
94 238 5
95 238 5
96 238 5
97 238 5
98 238 5
99 238 5
