# R,''  Vc
0, 0.868306801736594
1.1130434782608685, 250.9346253067388
2.2260869565217387, 237.90398288554707
3.0608695652173896, 224.44069716227267
3.8956521739130423, 224.0020134650475
5.426086956521736, 233.97923614169758
6.678260869565218, 227.46013968413766
7.513043478260869, 231.3629899955955
8.904347826086955, 237.4335871138237
9.739130434782606, 242.20474422701818
11.130434782608695, 248.27534134524632
12.521739130434781, 242.18964323916188
13.49565217391304, 237.40867048386082
15.304347826086957, 236.5305480400176
16.695652173913043, 235.22053734348452
18.504347826086956, 234.77656830050964
19.47826086956522, 242.58604417038947
21.42608695652174, 249.08777449191467
22.399999999999995, 255.1606367583213
24.34782608695652, 252.54514566161203
25.182608695652174, 253.84307556786004
27.2695652173913, 251.226829421758
28.38260869565217, 243.40602781098596
29.49565217391304, 240.7950670106336
31.16521739130435, 256.8496822500472
31.72173913043478, 259.45158245768573
32.41739130434782, 255.1062732020386
34.36521739130434, 268.55445793745673
35.06086956521739, 262.47253507833636
36.7304347826087, 253.78040646825644
37.84347826086956, 248.99867866356254
38.121739130434776, 256.37777637953815
39.65217391304347, 238.1350279997483
40.76521739130435, 240.73390800981562
41.87826086956521, 235.95218020512175
43.54782608695652, 250.70433524193038
44.9391304347826, 254.604165355817
45.77391304347826, 264.15100987856283
46.74782608695652, 228.54514566161203
49.530434782608694, 225.05681746680926
50.086956521739125, 230.26363807965768
51.61739130434782, 234.1627131441515
52.45217391304347, 239.3680236582143
58.29565217391304, 240.2046183854527
59.686956521739134, 249.7484427106273
60.38260869565218, 245.40313345498015
60.52173913043478, 252.78298622034856
62.33043478260869, 251.90486377650535
64.1391304347826, 245.8169005222425
65.11304347826086, 241.90423456867802
74.99130434782607, 240.98231926005155
240.909090909091, 241.04394158663337
270.0000000000001, 240.2387843704776
298.18181818181813, 231.1827391132746
329.0909090909091, 220.39600052624658
360.0000000000001, 213.08248914616502
389.9999999999999, 209.2402315484805
419.0909090909091, 211.90830153927118
450.0000000000001, 212.84370477568746
478.18181818181813, 218.98302854887518
