# R,''		R
0.6778928339850836, 15.552040555675632
0.6503841392726599, 15.830566089639046
2.092625704910347, 16.227870237557227
3.52307782995706, 16.744542471459727
5.678580551352752, 17.420077417326546
7.834083272748671, 18.095612363193364
12.215825359086693, 18.730473739021082
17.33833729589537, 19.365040378834024
23.954178374236108, 19.879649460633093
33.521309413868266, 20.512447684357376
40.90149922386183, 20.78802585817303
49.73964985361431, 21.30175073192777
65.25258876466307, 21.733244257559978
78.57465663254277, 21.847307095278328
85.94698681547561, 22.202463993083526
94.80085669934954, 22.557031418859175
104.39156662016387, 22.95109347061482
116.95321556992121, 23.264397854321814
128.0293950052071, 23.61808107205313
140.59890358202517, 23.85180673177058
153.1802015994342, 23.966164305503703
168.72457901872565, 24.079342935177728
188.70571591377984, 24.27033187275264
206.4448941897707, 24.661151828345748
228.62083194152444, 25.129782091839743
247.84547973198676, 25.480223213408525
273.70168785491126, 26.18611596879728
# R,''		B
0.5089108521800654, 17.262983121450887
1.9393629772267786, 17.779655355353388
3.3658852887431294, 18.336116951250663
4.039848309197737, 19.012241369147034
8.42945002259637, 19.567524020985203
11.333582221523557, 20.1631855068477
16.479673039514296, 20.559015974692
21.629693671035284, 20.915057080541526
29.742793704438668, 21.26991924233195
34.15597429901936, 21.58646572220148
43.727035152182, 22.179474583930993
51.85585443970683, 22.37517929774232
57.03338376594036, 22.452694869628434
65.17006268052569, 22.56882085945022
71.82520189417016, 22.685536321301555
79.94223174110391, 23.000609121097202
88.07105102862852, 23.196313834908533
95.4512408386222, 23.47189200872419
105.04588057296678, 23.82616469848506
114.64837993437197, 24.100858664256382
127.22181832472052, 24.294794961979054
136.83217731318655, 24.489910203760832
153.84237517929773, 24.761656809384395
170.86829229953037, 24.874245967028866
187.89813923329336, 24.947045762678563
204.8926178452832, 25.37794981628122
227.08820466468865, 25.647633269801354
250.7338926767925, 26.235042147250116
