1.3 30.9208399297 8.80527229787
1.3 30.9208399297 8.80527229787
3.8 104.844172477 8.49811163631
3.8 104.844172477 8.49811163631
8.1 186.54890845 8.70288541068
8.1 186.54890845 8.70288541068
13.8 167.300173659 13.6174559955
13.8 167.300173659 13.6174559955
20.4 205.285708805 11.5697182519
20.4 205.285708805 11.5697182519
29.0 215.114849974 10.9553969288
29.0 215.114849974 10.9553969288
44.7 224.432056709 10.7506231544
44.7 224.432056709 10.7506231544
45 226 0
46 226 0
47 226 0
48 226 0
49 226 0
50 226 0
51 226 0
52 226 0
53 226 0
54 226 0
55 226 0
56 226 0
57 226 0
58 226 0
59 226 0
60 226 0
61 226 0
62.0 225.45592558 11.0577838159
62.0 225.45592558 11.0577838159
62 226 0
63 226 0
64 226 0
65 226 0
66 226 0
67 226 0
68 226 0
69 226 0
70 226 0
71 226 0
72 226 0
73 226 0
74 226 0
75 226 0
76 226 0
77 226 0
78 226 0
79 226 0
79.8 221.258063206 12.7983608981
79.8 221.258063206 12.7983608981
80 226 0
81 226 0
82 226 0
83 226 0
84 226 0
85 226 0
86 226 0
87 226 0
88 226 0
89 226 0
90 226 0
91 226 0
92 226 0
93 226 0
94 226 0
95 226 0
96 226 0
97 226 0
98 226 0
99 226 0
99.1 228.220371535 31.9447088015
99.1 228.220371535 31.9447088015
100 226 0
101 226 0
102 226 0
103 226 0
104 226 0
