#UGC 624 = NGC 338
#Zasov+2012
#PA=197
# inclination =  64 deg (adopted by Zasov)
# data are not corrected for inclination
# r,"    pix_bin  vel,km/s   e_vel,km/s  sig,km/s  e_sig,km/s  h3,km/s   e_h3,km/s   h4,km/s   e_h4,km/s   age,Myr   e_age,Myr  [Fe/H],dex e_[Fe/H]   md     ad     S/N
  1.0700   27     4799.14      1.46      134.46      2.29     -0.0566    0.0093      0.0738    0.0121      0.0000    0.0000      0.0000    0.0000     6446.10    370.66       0.039     0.014     20     -1   119.55
  1.4300   28     4799.09      1.36      134.92      2.04     -0.0487    0.0087      0.0521    0.0110      0.0000    0.0000      0.0000    0.0000     6577.42    318.96       0.058     0.014     20     -1   121.32
  1.7800   29     4797.88      1.38      138.30      1.97     -0.0416    0.0088      0.0339    0.0107      0.0000    0.0000      0.0000    0.0000     7285.92    637.46       0.050     0.015     20     -1   118.41
  2.1400   30     4795.81      1.52      137.20      2.21     -0.0574    0.0096      0.0522    0.0119      0.0000    0.0000      0.0000    0.0000     6639.37    363.00       0.070     0.015     20     -1   111.60
  2.5000   31     4795.37      1.81      135.32      2.78     -0.0368    0.0115      0.0643    0.0148      0.0000    0.0000      0.0000    0.0000     6322.35    383.46       0.060     0.018     20     -1    98.46
  2.8600   32     4794.28      2.26      137.92      3.57     -0.0340    0.0143      0.0695    0.0184      0.0000    0.0000      0.0000    0.0000     6018.06    580.74       0.019     0.024     20     -1    82.43
  3.2100   33     4791.62      2.80      123.13      4.73     -0.0383    0.0193      0.1074    0.0267      0.0000    0.0000      0.0000    0.0000     4777.94    652.25      -0.050     0.037     20     -1    71.18
  3.5700   34     4789.08      3.46      125.74      5.70     -0.0339    0.0236      0.0948    0.0313      0.0000    0.0000      0.0000    0.0000     3905.76    452.72      -0.105     0.035     20     -1    63.79
  3.9300   35     4787.19      3.99      119.81      6.84     -0.0417    0.0280      0.1425    0.0391      0.0000    0.0000      0.0000    0.0000     2627.11    172.50       0.018     0.056     20     -1    59.55
  4.2800   36     4786.67      4.51      122.94      6.89      0.0022    0.0319      0.0640    0.0383      0.0000    0.0000      0.0000    0.0000     2341.88    238.13      -0.002     0.059     20     -1    52.91
  4.6400   37     4779.55      5.26      126.85      7.86      0.0152    0.0356      0.0669    0.0417      0.0000    0.0000      0.0000    0.0000     2262.65    236.82      -0.085     0.074     20     -1    46.94
  5.0000   38     4776.97      5.87      110.36      8.53      0.0022    0.0459      0.0540    0.0501      0.0000    0.0000      0.0000    0.0000     2107.71    272.67      -0.208     0.080     20     -1    42.69
  5.3500   39     4783.70      6.60      109.14     10.09     -0.0204    0.0517      0.0811    0.0577      0.0000    0.0000      0.0000    0.0000     2108.95    295.74      -0.299     0.096     20     -1    41.37
  5.7100   40     4772.30      6.52      107.71     10.15     -0.0107    0.0495      0.1107    0.0566      0.0000    0.0000      0.0000    0.0000     2138.78    271.17      -0.243     0.094     20     -1    39.56
  6.0700   41     4772.31      7.27       99.33     11.19      0.0040    0.0600      0.1290    0.0678      0.0000    0.0000      0.0000    0.0000     2150.98    363.83      -0.360     0.150     20     -1    39.66
  6.4300   42     4774.15      7.59       91.90     10.59     -0.0207    0.0673      0.0390    0.0691      0.0000    0.0000      0.0000    0.0000     2141.94    460.85      -0.479     0.153     20     -1    35.24
  6.7800   43     4777.47      8.06       98.70     12.23     -0.0784    0.0657      0.0978    0.0784      0.0000    0.0000      0.0000    0.0000     2111.27    405.38      -0.405     0.085     20     -1    34.05
  7.3200   44     4781.51      7.57       82.43     10.15     -0.0055    0.0767      0.0447    0.0714      0.0000    0.0000      0.0000    0.0000     1519.14    212.52      -0.623     0.104     20     -1    37.71
  8.0300   45     4775.00      7.91       96.62     12.11     -0.0463    0.0597      0.0839    0.0795      0.0000    0.0000      0.0000    0.0000     1698.90    273.61      -0.541     0.112     20     -1    32.54
  8.7500   46     4784.12      7.76       90.70     12.27     -0.0711    0.0632      0.0486    0.0886      0.0000    0.0000      0.0000    0.0000     1941.80    441.20      -0.607     0.074     20     -1    29.86
  9.4600   47     4776.26      8.06       96.37     12.27     -0.0434    0.0642      0.0170    0.0837      0.0000    0.0000      0.0000    0.0000     2018.45    545.14      -0.594     0.123     20     -1    30.49
 10.3500   48     4784.79      8.28      113.90     12.06      0.0031    0.0619      0.1079    0.0584      0.0000    0.0000      0.0000    0.0000     2124.98    480.36      -0.482     0.135     20     -1    31.41
 11.6000   49     4788.67      9.12      112.59     12.53      0.0049    0.0696      0.0734    0.0616      0.0000    0.0000      0.0000    0.0000     1962.43    481.84      -0.541     0.076     20     -1    27.33
 13.9200   50     4780.03      9.87       86.20     11.74     -0.0137    0.0927      0.0620    0.0641      0.0000    0.0000      0.0000    0.0000     1835.85    420.73      -0.704     0.069     20     -1    25.95
 18.7400   51     4767.32      9.23       87.70     10.28     -0.0301    0.0870     -0.0556    0.0670      0.0000    0.0000      0.0000    0.0000     1333.12    166.85      -0.589     0.153     20     -1    23.57
