#Sigma LOS Maj (r, sig, dsig, gauss, sech, poly)
-76.5  56.7  24.1  65.3733149765  65.3434338731  66.4366725393
-52.1  73.3  8.4  81.5374377775  83.1057430885  66.4901894578
-31.6  101.2  4.8  102.436534969  103.719811601  66.5437458178
-19.8  106.6  3.3  114.268437797  113.940374477  66.597341317
-10.9  108.6  2.9  120.598320168  118.974109102  66.6509756606
-4.6  135.2  1.9  122.861169459  120.649682182  66.7046485612
-1.5  143.4  2.2  123.184099873  120.842181958  66.7583597392
1.5  143.4  2.2  122.982286904  120.624064482  66.8121089229
4.6  135.2  1.9  122.248477793  119.985062757  66.8658958481
10.9  108.6  2.9  119.219474956  117.450529052  66.919720259
19.8  106.6  3.3  112.092146708  111.417602676  66.9735819072
31.6  101.2  4.8  99.8482997008  100.441837  67.0274805528
52.1  73.3  8.4  79.4738633904  80.0848039294  67.0814159639
76.5  56.7  24.1  64.3250538327  63.8123450832  67.1353879167
