#SVE points (r, sigmaR, sigmaZ, sigmaPhi, sigmaMajRestored)
26.2  124.187144956  93.7657194527  93.7657194527  93.7657194527
26.3  124.084929152  93.6505716239  93.6505716239  93.6505716239
26.4  123.983558184  93.5363586059  93.5363586059  93.5363586059
26.5  123.883062907  93.4231009544  93.4231009544  93.4231009544
26.6  123.783474223  93.310819246  93.310819246  93.310819246
26.7  123.684823075  93.1995340699  93.1995340699  93.1995340699
26.8  123.587140428  93.089266019  93.089266019  93.089266019
26.9  123.490457262  92.9800356812  92.9800356812  92.9800356812
27.0  123.394804559  92.8718636305  92.8718636305  92.8718636305
27.1  123.300213288  92.764770419  92.764770419  92.764770419
27.2  123.206714397  92.6587765679  92.6587765679  92.6587765679
27.3  123.1143388  92.5539025589  92.5539025589  92.5539025589
27.4  123.023117364  92.4501688262  92.4501688262  92.4501688262
27.5  122.933080896  92.3475957478  92.3475957478  92.3475957478
27.6  122.844260136  92.2462036372  92.2462036372  92.2462036372
27.7  122.756685743  92.1460127355  92.1460127355  92.1460127355
27.8  122.670388279  92.0470432025  92.0470432025  92.0470432025
27.9  122.585398207  91.9493151092  91.9493151092  91.9493151092
28.0  122.50174587  91.8528484296  91.8528484296  91.8528484296
28.1  122.419461485  91.7576630324  91.7576630324  91.7576630324
28.2  122.338575131  91.6637786737  91.6637786737  91.6637786737
28.3  122.259116738  91.5712149883  91.5712149883  91.5712149883
28.4  122.181116074  91.4799914827  91.4799914827  91.4799914827
28.5  122.104602736  91.3901275271  91.3901275271  91.3901275271
28.6  122.029606139  91.3016423478  91.3016423478  91.3016423478
28.7  121.956155502  91.2145550195  91.2145550195  91.2145550195
28.8  121.884279844  91.1288844583  91.1288844583  91.1288844583
28.9  121.814007967  91.0446494139  91.0446494139  91.0446494139
29.0  121.745368447  90.9618684624  90.9618684624  90.9618684624
29.1  121.678389628  90.8805599995  90.8805599995  90.8805599995
29.2  121.613099604  90.8007422327  90.8007422327  90.8007422327
29.3  121.549526217  90.722433175  90.722433175  90.722433175
29.4  121.487697039  90.6456506376  90.6456506376  90.6456506376
29.5  121.42763937  90.5704122229  90.5704122229  90.5704122229
29.6  121.369380223  90.4967353182  90.4967353182  90.4967353182
29.7  121.312946314  90.4246370889  90.4246370889  90.4246370889
29.8  121.258364056  90.3541344717  90.3541344717  90.3541344717
29.9  121.205659547  90.2852441687  90.2852441687  90.2852441687
30.0  121.154858561  90.2179826404  90.2179826404  90.2179826404
30.0  121.154858561  90.2179826404  90.2179826404  90.2179826404
30.1  121.105986541  90.1523660999  90.1523660999  90.1523660999
30.2  121.059068586  90.0884105067  90.0884105067  90.0884105067
30.3  121.014129445  90.0261315604  90.0261315604  90.0261315604
30.4  120.971193507  89.9655446952  89.9655446952  89.9655446952
30.5  120.930284794  89.9066650736  89.9066650736  89.9066650736
30.6  120.891426951  89.8495075809  89.8495075809  89.8495075809
30.7  120.854643237  89.7940868196  89.7940868196  89.7940868196
30.8  120.819956519  89.7404171039  89.7404171039  89.7404171039
30.9  120.787389262  89.688512454  89.688512454  89.688512454
31.0  120.756963522  89.6383865912  89.6383865912  89.6383865912
31.1  120.728700938  89.5900529324  89.5900529324  89.5900529324
31.2  120.702622724  89.5435245852  89.5435245852  89.5435245852
31.3  120.678749664  89.4988143426  89.4988143426  89.4988143426
31.4  120.657102099  89.4559346788  89.4559346788  89.4559346788
31.5  120.637699926  89.4148977436  89.4148977436  89.4148977436
31.6  120.620562588  89.3757153584  89.3757153584  89.3757153584
31.7  120.605709067  89.3383990113  89.3383990113  89.3383990113
31.8  120.593157878  89.3029598528  89.3029598528  89.3029598528
31.9  120.582927062  89.2694086917  89.2694086917  89.2694086917
32.0  120.575034181  89.2377559906  89.2377559906  89.2377559906
32.1  120.569496309  89.2080118617  89.2080118617  89.2080118617
32.2  120.566330028  89.1801860634  89.1801860634  89.1801860634
32.3  120.565551423  89.1542879959  89.1542879959  89.1542879959
32.4  120.567176072  89.1303266977  89.1303266977  89.1303266977
32.5  120.571219047  89.1083108419  89.1083108419  89.1083108419
32.6  120.5776949  89.0882487329  89.0882487329  89.0882487329
32.7  120.586617667  89.0701483027  89.0701483027  89.0701483027
32.8  120.598000856  89.0540171077  89.0540171077  89.0540171077
32.9  120.611857444  89.0398623257  89.0398623257  89.0398623257
33.0  120.628199875  89.0276907528  89.0276907528  89.0276907528
33.1  120.64704005  89.0175088003  89.0175088003  89.0175088003
33.2  120.668389328  89.009322492  89.009322492  89.009322492
33.3  120.692258517  89.0031374617  89.0031374617  89.0031374617
33.4  120.718657874  88.9989589502  88.9989589502  88.9989589502
33.5  120.747597098  88.9967918032  88.9967918032  88.9967918032
33.6  120.779085328  88.9966404687  88.9966404687  88.9966404687
33.7  120.813131137  88.998508995  88.998508995  88.998508995
33.8  120.849742532  89.0024010283  89.0024010283  89.0024010283
33.9  120.888926948  89.0083198109  89.0083198109  89.0083198109
34.0  120.930691247  89.0162681794  89.0162681794  89.0162681794
34.1  120.97504171  89.0262485626  89.0262485626  89.0262485626
34.2  121.021984043  89.03826298  89.03826298  89.03826298
34.3  121.071523364  89.0523130404  89.0523130404  89.0523130404
34.4  121.123664211  89.0683999404  89.0683999404  89.0683999404
34.5  121.178410529  89.0865244629  89.0865244629  89.0865244629
34.6  121.235765678  89.1066869759  89.1066869759  89.1066869759
34.7  121.295732424  89.1288874319  89.1288874319  89.1288874319
34.8  121.358312938  89.1531253663  89.1531253663  89.1531253663
34.9  121.423508799  89.1793998969  89.1793998969  89.1793998969
35.0  121.491320986  89.2077097229  89.2077097229  89.2077097229
35.1  121.561749882  89.2380531245  89.2380531245  89.2380531245
35.2  121.634795271  89.2704279625  89.2704279625  89.2704279625
35.3  121.710456334  89.3048316773  89.3048316773  89.3048316773
35.4  121.788731653  89.3412612892  89.3412612892  89.3412612892
35.5  121.869619208  89.3797133978  89.3797133978  89.3797133978
35.6  121.953116376  89.4201841822  89.4201841822  89.4201841822
35.7  122.039219931  89.4626694008  89.4626694008  89.4626694008
35.8  122.127926045  89.5071643917  89.5071643917  89.5071643917
35.9  122.219230284  89.5536640726  89.5536640726  89.5536640726
36.0  122.313127614  89.6021629413  89.6021629413  89.6021629413
36.1  122.409612398  89.6526550763  89.6526550763  89.6526550763
36.2  122.508678395  89.7051341371  89.7051341371  89.7051341371
36.3  122.610318762  89.759593365  89.759593365  89.759593365
36.4  122.714526057  89.816025584  89.816025584  89.816025584
36.5  122.821292236  89.8744232012  89.8744232012  89.8744232012
36.6  122.930608655  89.9347782085  89.9347782085  89.9347782085
36.7  123.042466075  89.997082183  89.997082183  89.997082183
36.8  123.156854656  90.0613262886  90.0613262886  90.0613262886
36.9  123.273763966  90.127501277  90.127501277  90.127501277
37.0  123.393182978  90.1955974893  90.1955974893  90.1955974893
37.1  123.515100072  90.2656048575  90.2656048575  90.2656048575
37.2  123.639503041  90.3375129058  90.3375129058  90.3375129058
37.3  123.766379085  90.4113107525  90.4113107525  90.4113107525
37.4  123.895714824  90.4869871118  90.4869871118  90.4869871118
37.5  124.027496289  90.5645302956  90.5645302956  90.5645302956
37.6  124.161708934  90.6439282153  90.6439282153  90.6439282153
37.7  124.298337632  90.7251683842  90.7251683842  90.7251683842
37.8  124.437366682  90.8082379193  90.8082379193  90.8082379193
37.9  124.57877981  90.893123544  90.893123544  90.893123544
38.0  124.72256017  90.9798115898  90.9798115898  90.9798115898
38.1  124.868690352  91.0682879994  91.0682879994  91.0682879994
38.2  125.017152381  91.1585383287  91.1585383287  91.1585383287
38.3  125.167927724  91.2505477496  91.2505477496  91.2505477496
38.4  125.32099729  91.3443010529  91.3443010529  91.3443010529
38.5  125.476341436  91.4397826507  91.4397826507  91.4397826507
38.6  125.633939969  91.5369765795  91.5369765795  91.5369765795
38.7  125.793772153  91.6358665031  91.6358665031  91.6358665031
38.8  125.95581671  91.7364357157  91.7364357157  91.7364357157
38.9  126.120051825  91.8386671447  91.8386671447  91.8386671447
39.0  126.286455152  91.9425433546  91.9425433546  91.9425433546
39.1  126.455003816  92.0480465494  92.0480465494  92.0480465494
39.2  126.625674418  92.1551585767  92.1551585767  92.1551585767
39.3  126.798443043  92.2638609307  92.2638609307  92.2638609307
39.4  126.973285259  92.3741347559  92.3741347559  92.3741347559
39.5  127.150176127  92.4859608506  92.4859608506  92.4859608506
39.6  127.329090203  92.5993196707  92.5993196707  92.5993196707
39.7  127.510001545  92.7141913333  92.7141913333  92.7141913333
39.8  127.692883716  92.8305556206  92.8305556206  92.8305556206
39.9  127.877709793  92.9483919838  92.9483919838  92.9483919838
40.0  128.064452368  93.0676795469  93.0676795469  93.0676795469
40.1  128.253083556  93.1883971112  93.1883971112  93.1883971112
40.2  128.443575002  93.3105231586  93.3105231586  93.3105231586
40.3  128.635897884  93.4340358565  93.4340358565  93.4340358565
40.4  128.83002292  93.5589130618  93.5589130618  93.5589130618
40.5  129.025920374  93.6851323249  93.6851323249  93.6851323249
40.6  129.223560063  93.8126708947  93.8126708947  93.8126708947
40.7  129.42291136  93.9415057223  93.9415057223  93.9415057223
40.8  129.623943205  94.0716134659  94.0716134659  94.0716134659
40.9  129.826624107  94.2029704955  94.2029704955  94.2029704955
41.0  130.030922154  94.335552897  94.335552897  94.335552897
41.1  130.236805016  94.4693364774  94.4693364774  94.4693364774
41.2  130.444239954  94.604296769  94.604296769  94.604296769
41.3  130.653193826  94.7404090348  94.7404090348  94.7404090348
41.4  130.863633094  94.8776482726  94.8776482726  94.8776482726
41.5  131.075523831  95.0159892205  95.0159892205  95.0159892205
41.6  131.288831727  95.1554063616  95.1554063616  95.1554063616
41.7  131.503522096  95.295873929  95.295873929  95.295873929
41.8  131.719559886  95.4373659107  95.4373659107  95.4373659107
41.9  131.936909682  95.5798560549  95.5798560549  95.5798560549
42.0  132.155535715  95.7233178753  95.7233178753  95.7233178753
42.1  132.37540187  95.8677246555  95.8677246555  95.8677246555
42.2  132.596471694  96.0130494554  96.0130494554  96.0130494554
42.3  132.818708399  96.1592651152  96.1592651152  96.1592651152
42.4  133.042074876  96.3063442619  96.3063442619  96.3063442619
42.5  133.266533698  96.4542593137  96.4542593137  96.4542593137
42.6  133.492047129  96.602982486  96.602982486  96.602982486
42.7  133.718577131  96.7524857965  96.7524857965  96.7524857965
42.8  133.946085374  96.9027410709  96.9027410709  96.9027410709
42.9  134.17453324  97.0537199483  97.0537199483  97.0537199483
43.0  134.403881836  97.2053938865  97.2053938865  97.2053938865
43.1  134.634091996  97.357734168  97.357734168  97.357734168
43.2  134.865124293  97.5107119055  97.5107119055  97.5107119055
43.3  135.096939047  97.6642980472  97.6642980472  97.6642980472
43.4  135.329496331  97.8184633828  97.8184633828  97.8184633828
43.5  135.562755979  97.9731785492  97.9731785492  97.9731785492
43.6  135.796677598  98.1284140361  98.1284140361  98.1284140361
43.7  136.031220572  98.2841401916  98.2841401916  98.2841401916
43.8  136.26634407  98.4403272282  98.4403272282  98.4403272282
43.9  136.502007059  98.5969452288  98.5969452288  98.5969452288
44.0  136.738168307  98.753964152  98.753964152  98.753964152
44.1  136.974786394  98.9113538382  98.9113538382  98.9113538382
44.2  137.211819722  99.0690840156  99.0690840156  99.0690840156
44.3  137.449226517  99.2271243057  99.2271243057  99.2271243057
44.4  137.686964846  99.3854442298  99.3854442298  99.3854442298
44.5  137.924992619  99.5440132142  99.5440132142  99.5440132142
44.6  138.163267601  99.7028005965  99.7028005965  99.7028005965
44.7  138.401747417  99.8617756318  99.8617756318  99.8617756318
44.8  138.640389565  100.020907498  100.020907498  100.020907498
44.9  138.879151421  100.180165302  100.180165302  100.180165302
45.0  139.117990249  100.339518087  100.339518087  100.339518087
45.0  139.117990249  100.339518087  100.339518087  100.339518087
45.1  139.35686321  100.498934836  100.498934836  100.498934836
45.2  139.595727369  100.658384478  100.658384478  100.658384478
45.3  139.834539705  100.817835899  100.817835899  100.817835899
45.4  140.073257119  100.977257939  100.977257939  100.977257939
45.5  140.311836444  101.136619407  101.136619407  101.136619407
45.6  140.550234449  101.295889082  101.295889082  101.295889082
45.7  140.788407856  101.455035718  101.455035718  101.455035718
45.8  141.02631334  101.614028056  101.614028056  101.614028056
45.9  141.263907542  101.772834822  101.772834822  101.772834822
