0.0 5.752 1.6
1.1 27.648 1.6
1.1 35.752 1.6
2.1 55.752 1.6
2.1 56.248 2.0
3.2 76.648 2.2
3.2 80.152 1.8
4.3 95.752 2.2
4.3 97.848 2.4
5.4 110.248 2.6
5.4 117.752 2.2
6.4 126.648 3.0
6.4 129.352 2.2
7.5 136.248 3.4
7.5 141.552 2.6
8.6 154.152 2.8
8.6 154.648 3.4
9.6 164.648 3.6
9.6 164.952 2.8
10.7 172.248 3.8
10.7 178.752 3.0
11.8 169.448 4.2
11.8 178.752 3.4
12.9 168.048 4.4
12.9 193.552 3.6
13.9 183.648 4.6
13.9 190.552 4.0
15.0 179.648 4.6
15.0 195.952 4.2
16.1 193.352 4.4
16.1 201.448 4.6
17.1 186.152 4.6
17.1 200.048 4.8
18.2 191.848 5.2
18.2 197.152 5.0
19.3 192.048 5.2
19.3 213.952 4.2
20.3 193.248 5.6
20.3 214.152 4.6
21.4 210.448 5.8
21.4 223.352 4.6
22.5 208.448 6.4
22.5 225.552 4.4
23.6 215.152 4.8
23.6 240.248 6.0
24.6 229.152 4.4
24.6 233.248 5.8
25.7 207.552 5.4
25.7 229.648 5.8
26.8 198.048 5.6
27.3 220.352 4.2
28.4 222.648 4.4
29.4 226.352 4.0
30.5 221.848 4.6
31.6 225.352 4.4
32.6 208.248 5.2
33.7 222.152 4.6
34.8 226.248 5.8
35.9 220.952 5.0
36.9 225.648 5.8
38.0 228.952 5.2
39.6 209.648 6.4
40.7 213.352 6.0
42.8 220.248 6.6
43.9 209.752 5.6
46.0 219.048 7.6
47.6 205.952 6.2
49.7 194.648 7.4
51.9 191.152 7.2
55.1 201.848 8.8
57.6 191.352 8.8
62.6 213.448 9.2
66.5 212.552 8.6
72.0 223.248 12.2
73.9 226.952 9.8
76 221 5
77 221 5
78 221 5
79 221 5
80 221 5
81 221 5
82 221 5
83 221 5
83.6 206.552 12.0
84 221 5
85 221 5
86 221 5
87 221 5
88 221 5
89 221 5
90 221 5
91 221 5
92 221 5
93 221 5
94 221 5
95 221 5
95.9 248.248 20.8
96 221 5
97 221 5
98 221 5
99 221 5
100 221 5
101 221 5
102 221 5
102.4 165.352 19.8
103 221 5
104 221 5
105 221 5
106 221 5
107 221 5
108 221 5
109 221 5
110 221 5
111 221 5
112 221 5
113 221 5
114 221 5
115 221 5
116 221 5
117 221 5
118 221 5
119 221 5
120 221 5
121 221 5
122 221 5
123 221 5
124 221 5
125 221 5
