#Sigma LOS Maj (r, sig, dsig, gauss, sech, poly)
-47.12  66.99  8.58  49.3779043613  50.645371091  57.8304041452
-41.59  66.6  8.18  49.7757977236  50.6582373313  57.9080108974
-37.84  70.15  7.92  50.3069252795  50.7070482023  57.9854370538
-34.63  57.21  7.06  51.0663967686  50.8471849448  58.0626708826
-31.59  68.51  8.0  52.2049602762  51.2053641041  58.1397006482
-29.27  64.59  8.54  53.4847437213  51.7913118296  58.2165146149
-27.67  58.5  8.49  54.6522588271  52.4655248475  58.2931010507
-26.42  60.27  8.32  55.768306783  53.2125640402  58.3694482312
-25.35  52.72  7.58  56.892337561  54.049390725  58.4455444434
-24.28  72.18  7.82  58.1961968018  55.1084377107  58.5213779896
-23.2  55.6  7.46  59.720596933  56.445225902  58.5969371911
-22.13  59.3  6.85  61.465539053  58.0796519523  58.6722103923
-21.06  68.1  6.46  63.4743839865  60.0681108834  58.7471859646
-20.17  65.12  7.6  65.3693295029  62.0237215077  58.8218523103
-19.46  69.79  7.39  67.0405423014  63.7974732597  58.8961978665
-18.74  66.64  7.21  68.8906724053  65.8019957286  58.9702111092
-18.03  74.42  7.08  70.878001303  67.9910033588  59.0438805573
-17.31  70.65  6.34  73.0679685462  70.4336762054  59.1171947766
-16.6  75.72  6.93  75.4083481811  73.0670743663  59.1901423836
-15.89  71.28  6.37  77.9358281266  75.9255457854  59.2627120501
-15.17  77.26  6.51  80.6962301151  79.0527684789  59.3348925068
-14.46  70.64  5.61  83.6171598249  82.3567998622  59.4066725475
-13.74  82.42  5.95  86.7828043484  85.9213644407  59.4780410332
-13.03  79.36  5.18  90.1041143315  89.6338885064  59.5489868963
-12.49  85.71  6.88  92.7601711664  92.5778556961  59.6194991446
-12.14  81.84  6.97  94.5398880977  94.5365591364  59.6895668656
-11.78  88.18  7.11  96.4165982305  96.5890676091  59.7591792304
-11.42  114.59  7.53  98.3383444708  98.6764391979  59.8283254979
-11.07  94.85  6.92  100.247875777  100.735604964  59.8969950192
-10.71  90.78  6.43  102.2518864  102.880195928  59.9651772416
-10.35  99.89  7.17  104.293548385  105.047381054  60.0328617126
-10.0  111.5  7.0  106.311506825  107.17157981  60.1000380845
-9.64  115.07  7.19  108.417499105  109.369346408  60.166696118
-9.28  101.6  6.53  110.550257936  111.575032224  60.232825687
-8.92  113.21  6.68  112.705281058  113.783223468  60.2984167823
-8.57  118.94  6.86  114.817103922  115.927138168  60.3634595162
-8.21  121.39  6.9  117.001166299  118.123610695  60.4279441263
-7.85  118.09  6.5  119.191569421  120.305346683  60.49186098
-7.5  119.88  6.3  121.321325515  122.406546814  60.5552005784
-7.14  115.29  6.16  123.505697186  124.541200233  60.6179535608
-6.78  120.05  5.93  125.676845417  126.64264991  60.6801107088
-6.43  121.56  5.75  127.768061049  128.647850985  60.7416629502
-6.07  130.76  5.69  129.891389733  130.665148399  60.8026013635
-5.71  141.08  5.59  131.978862154  132.630296095  60.862917182
-5.35  131.72  5.15  134.022343605  134.536957455  60.9226017979
-5.0  131.67  4.81  135.958990095  136.328635018  60.9816467666
-4.64  139.31  4.6  137.89122642  138.10169587  61.0400438105
-4.28  141.4  4.54  139.754463798  139.798006034  61.0977848235
-3.93  145.43  4.35  141.491735244  141.368064021  61.1548618751
-3.57  146.99  4.14  143.194102918  142.89608049  61.2112672143
-3.21  149.21  4.01  144.802567468  144.330624728  61.2669932738
-2.86  142.81  3.73  146.268709529  145.630834256  61.3220326741
-2.5  146.2  3.45  147.668777431  146.866287822  61.3763782279
-2.14  149.87  3.27  148.952107747  147.993941353  61.4300229433
-1.78  154.07  3.11  150.111844265  149.009648681  61.4829600289
-1.43  158.61  2.93  151.114873134  149.886240061  61.5351828969
-1.07  156.54  2.79  152.012932283  150.670521403  61.5866851679
-0.71  160.32  2.65  152.770492192  151.332883095  61.6374606742
-0.36  164.11  2.58  153.368215813  151.857584979  61.6875034643
0.0  166.09  2.58  153.83681206  152.272614896  61.7368078066
0.36  161.89  2.5  154.15446502  152.559668086  61.785368193
0.71  158.9  2.45  154.316821648  152.715013312  61.8331793437
1.07  162.23  2.54  154.332207429  152.746932686  61.8802362101
1.43  157.75  2.63  154.193765375  152.649069712  61.9265339792
1.78  159.52  2.73  153.912452992  152.429851371  61.9720680774
2.14  155.43  2.87  153.473840576  152.077589667  62.0168341738
2.5  153.42  3.05  152.886385398  151.598092024  62.0608281849
2.86  152.66  3.21  152.153463859  150.993175719  62.1040462773
3.21  151.03  3.38  151.305397837  150.286988141  62.1464848721
3.57  143.24  3.51  150.298521752  149.441843777  62.1881406484
3.93  141.01  3.72  149.160711389  148.47938094  62.2290105467
4.28  148.16  3.85  147.934875345  147.434572823  62.2690917728
4.64  141.2  4.08  146.5575713  146.251590961  62.3083818012
5.0  144.65  4.48  145.069355647  144.963055071  62.346878379
5.35  136.68  4.71  143.523402407  143.613553998  62.3845795286
5.71  135.3  5.03  141.839152433  142.130845845  62.421483552
6.07  134.14  5.33  140.067585175  140.55737773  62.4575890337
6.43  131.53  5.3  138.217081073  138.898675346  62.4928948444
6.78  131.75  5.64  136.350351308  137.209791874  62.527400144
7.14  127.2  5.82  134.369026739  135.400020419  62.5611043852
7.5  126.97  6.22  132.333951608  133.522629079  62.5940073165
7.85  125.53  6.57  130.311797142  131.63846311  62.6261089857
8.21  123.91  6.9  128.194995988  129.646016222  62.6574097427
8.57  135.09  7.19  126.048682162  127.604657711  62.6879102429
8.92  117.47  7.16  123.940993264  125.579175959  62.7176114503
9.28  110.27  7.12  121.758696441  123.46005898  62.74651464
9.64  106.06  7.13  119.568776743  121.310952044  62.7746214019
10.0  114.25  7.76  117.377895779  119.138121828  62.8019336431
10.35  131.64  7.74  115.252904499  117.008762506  62.8284535911
10.71  121.3  7.51  113.078097475  114.807098845  62.8541837961
11.07  119.61  7.84  110.919727883  112.599643049  62.8791271344
11.42  98.18  7.88  108.841831932  110.453380379  62.9032868106
11.96  98.95  5.75  105.685337709  107.15354182  62.9266663607
12.67  107.25  6.12  101.646388328  102.862449667  62.9492696541
