# R,''  Vc
3.295019157088122, 175.65090938066493
4.521072796934865, 174.05924420805195
5.670498084291188, 192.22693679156953
6.8199233716475085, 212.47435207872667
7.892720306513409, 235.84334349289824
9.04214559386973, 254.53096675232572
10.191570881226054, 259.70039243809634
11.494252873563218, 254.98715113846887
12.337164750957852, 256.5250303790912
13.639846743295019, 280.40797625450705
14.712643678160918, 277.78043387318473
15.86206896551724, 286.0694436144146
16.934865900383137, 292.2807227235602
18.08429118773946, 292.7707723261419
19.310344827586206, 295.33855256080795
20.536398467432946, 296.3465407677444
21.762452107279692, 282.7964700492041
22.528735632183903, 283.81641068547185
23.831417624521066, 294.7010896631407
25.057471264367813, 283.7506723241499
26.4367816091954, 280.5952309806968
27.43295019157088, 282.6490567541186
28.65900383141762, 275.3381541464969
29.73180076628352, 275.8301958206339
30.03831417624521, 288.3005637562501
30.881226053639843, 290.8783043486922
31.877394636015318, 300.2111595848522
33.02681992337165, 287.70294228968703
34.099616858237546, 287.6750532879141
36.398467432950184, 290.7348751967171
39.99999999999999, 280.2426343154246
39.923371647509576, 292.7229626088169
45.67049808429118, 270.21653817805134
46.74329501915708, 288.906153509034
49.042145593869726, 307.0439650192235
50, 284.5806990713734
51.583710407239806, 289.29280905608016
52.9411764705882, 297.1396250808016
55.429864253393646, 299.7658725779242
59.049773755656105, 292.467718794835
59.95475113122171, 287.76861588913243
62.895927601809916, 286.21604364072084
64.70588235294116, 278.3857820801867
66.5158371040724, 296.6879247008372
69.90950226244343, 292.52447695776243
71.04072398190044, 282.0774275939268
74.66063348416287, 284.1869393160641
76.9230769230769, 286.8120043514591
75.11312217194566, 296.7328582464881
77.14932126696831, 306.67381399088714
81.67420814479635, 296.24450155296637
82.57918552036196, 300.4304160688665
83.93665158371039, 295.73367808661925
89.81900452488685, 288.4473489208066
104.97737556561083, 298.4568874454096
119.23076923076917, 306.37110378860734
