# R,''		R
0.6191950464395859, 16.278818918384818
0.6191950464395859, 16.558074237533752
0.6191950464395859, 16.95701040774652
2.476780185758571, 17.396210723931226
3.7151702786378564, 17.83528753046571
4.953560371517028, 18.354151571042745
8.668730650154885, 18.674041565114283
14.241486068111499, 19.153876556221586
19.19504643962864, 19.63358803767867
29.102167182662583, 19.954713128252415
36.53250773993807, 20.47481226533166
45.82043343653254, 20.915494697319012
50.77399380804957, 21.235631710690992
58.20433436532517, 21.35679467755747
70.58823529411768, 21.678413806732095
81.73374613003102, 22.039679533627556
90.4024767801858, 22.360557604900862
99.69040247678026, 22.881027270930765
113.31269349845206, 23.36246788749094
126.93498452012398, 23.564653184902177
137.4613003095975, 23.80611455108359
152.9411764705883, 24.168244845530594
167.18266253869967, 24.490234503655884
185.13931888544892, 25.172007772873982
205.57275541795673, 25.774487846650416
# R,''		B
0.6191950464395859, 18.273499769448648
3.095975232198157, 18.792610829326126
6.8111455108359, 19.391756142546598
9.28792569659447, 19.91086720242408
11.145510835913342, 20.50964198669389
19.814241486068227, 21.06988176009485
27.863777089783298, 21.390636321717935
35.91331269349848, 21.671497266319736
39.00928792569664, 21.991263750741055
52.01238390092885, 22.432687240629733
58.82352941176475, 22.55372669784599
67.49226006191964, 22.715030301034183
76.1609907120743, 23.07580198932876
84.82972136222907, 23.436573677623343
94.11764705882354, 23.797468875568143
103.405572755418, 24.357832158619324
115.78947368421063, 24.7592385218365
128.79256965944273, 25.041087543640074
139.3188854489165, 25.521910611949146
152.9411764705883, 25.96345761148804
167.18266253869967, 26.484915354719714
185.7585139318885, 27.087024899545483
