#AUTHOR: Jairo Mendez-Abreu & PHOTDEC team
#SOURCE: SDSS
#DATE: 2016-10-07
#VERSION: 2.0
#COLAPRV: None
#PUBAPRV: None
#COLUMN1: CALIFAID, int, ,The ID of the CALIFA galaxy
#COLUMN2: GALAXY, string, ,NED name of the galaxy
#COLUMN3: ra, float, degrees,right ascension J2000.0
#COLUMN4: de, float, degrees,declination J2000.0
#COLUMN5: MORPH, string, ,Galaxy components are Known (K) or Unknown (U)
#COLUMN6: BULGE,int, ,A bulge component is included in the fit (0-No) (1-Yes)
#COLUMN7: DISK,int, ,A disk component is included in the fit (0-No) (1-Yes)
#COLUMN8: BAR,int, ,A bar component is included in the fit (0-No) (1-Yes)
#COLUMN9: DBREAK,int, ,A broken disk component is included in the fit (0-No) (1-Yes)
#COLUMN10: NUCLEAR,int, ,A nuclear component is included in the fit (0-No) (1-Yes)
#COLUMN11: NBAR,int, ,A inner secondary bar component is included in the fit (0-No) (1-Yes)
#COLUMN12: REDSHIFT,float, ,Redshift of the galaxy 
#COLUMN13: MUE_g,float,mag/arcsec^2,Bulge effective surface brightness (g-band)
#COLUMN14: eMUE_g,float,mag/arcsec^2,Error in Bulge effective surface brightness (g-band)
#COLUMN15: Re_g,float,arcsec,Bulge effective radius (g-band)
#COLUMN16: eRe_g,float,arcsec,Error in Bulge effective radius (g-band)
#COLUMN17: n_g,float, ,Bulge Sersic index (g-band)
#COLUMN18: en_g,float, ,Error in Bulge Sersic index (g-band)
#COLUMN19: bab_g,float, ,Bulge axis ratio (g-band)
#COLUMN20: ebab_g,float, ,Error in Bulge axis ratio (g-band)
#COLUMN21: PAb_g,float,degrees,Bulge position angle (North to East) (g-band)
#COLUMN22: ePAb_g,float,degrees,Error in Bulge position angle (North to East) (g-band)
#COLUMN23: BTg,float, ,Bulge to total flux ratio (g-band)
#COLUMN24: MU0_g,float,mag/arcsec^2,Disk central surface brightness (g-band)
#COLUMN25: eMU0_g,float,mag/arcsec^2,Error in Disk central surface brightness (g-band)
#COLUMN26: hi_g,float,arcsec,Disk inner scale lenght (g-band)
#COLUMN27: ehi_g,float,arcsec,Error in Disk inner scale lenght (g-band)
#COLUMN28: bad_g,float, ,Disk axis ratio (g-band)
#COLUMN29: ebad_g,float, ,Error in Disk axis ratio (g-band)
#COLUMN30: PAd_g,float, ,Disk position angle (g-band)
#COLUMN31: ePAd_g,float, ,Error in Disk position angle (g-band)
#COLUMN32: ho_g,float,arcsec,Disk outer scale length (g-band)
#COLUMN33: eho_g,float,arcsec,Error in Disk outer scale length (g-band)
#COLUMN34: rbreak_g,float,arcsec,Disk break radius (g-band)
#COLUMN35: erbreak_g,float,arcsec,Error in Disk break radius (g-band)
#COLUMN36: DT_g,float, ,Disk to total luminosity ratio (g-band)
#COLUMN37: MU0b_g,float,mag/arcsec^2,Bar central surface brightness (g-band)
#COLUMN38: eMU0b_g,float,mag/arcsec^2,Error in Bar central surface brightness (g-band)
#COLUMN39: Rbar_g,float,arcsec,Bar radius (g-band)
#COLUMN40: eRbar_g,float,arcsec,Error in Bar radius (g-band)
#COLUMN41: nbar_g,float, ,Bar shape index (g-band)
#COLUMN42: enbar_g,float, ,Error in Bar shape index (g-band)
#COLUMN43: babar_g,float, ,Bar axis ratio (g-band)
#COLUMN44: ebabar_g,float, ,Error in Bar axis ratio (g-band)
#COLUMN45: PAbar_g,float, ,Bar position angle (g-band)
