0.050000	0.111587	0.100678
0.150000	0.137240	0.103657
0.250000	0.122405	0.099363
0.350000	0.124310	0.092319
0.450000	0.126837	0.082873
0.550000	0.116971	0.082483
0.650000	0.119172	0.075643
0.750000	0.116672	0.071014
0.850000	0.113588	0.064583
0.950000	0.114343	0.061602
1.050000	0.110043	0.060475
1.150000	0.108943	0.056395
1.250000	0.103349	0.055059
1.350000	0.101070	0.052363
1.450000	0.099536	0.052420
1.550000	0.097361	0.047886
1.650000	0.096348	0.049090
1.750000	0.096728	0.043714
1.850000	0.094961	0.043925
1.950000	0.093486	0.044005
2.050000	0.091675	0.043016
2.150000	0.087879	0.042488
2.250000	0.084822	0.039964
2.350000	0.084161	0.039375
2.450000	0.085320	0.038739
2.550000	0.080752	0.039608
2.650000	0.081219	0.037834
2.750000	0.079012	0.037415
2.850000	0.076100	0.036722
2.950000	0.075373	0.035126
3.050000	0.075600	0.035979
3.150000	0.071403	0.034448
3.250000	0.069967	0.032690
3.350000	0.070798	0.032886
3.450000	0.068509	0.030830
3.550000	0.067027	0.031255
3.650000	0.065356	0.030143
3.750000	0.064572	0.030001
3.850000	0.063806	0.030506
3.950000	0.062997	0.028870
4.050000	0.059680	0.028712
4.150000	0.060058	0.028527
4.250000	0.056606	0.027719
4.350000	0.057207	0.026129
4.450000	0.054729	0.026366
4.550000	0.054844	0.025460
4.650000	0.053981	0.025040
4.750000	0.053657	0.025309
4.850000	0.051336	0.024941
4.950000	0.050706	0.025336
5.050000	0.047663	0.023399
5.150000	0.046580	0.023753
5.250000	0.049927	0.023542
5.350000	0.045552	0.022778
5.450000	0.046103	0.022483
5.550000	0.043515	0.022507
5.650000	0.044082	0.021929
5.750000	0.044626	0.021671
5.850000	0.043819	0.019919
5.950000	0.040522	0.023162
6.050000	0.041646	0.020669
6.150000	0.040313	0.020771
6.250000	0.038948	0.020082
6.350000	0.038749	0.019707
6.450000	0.037574	0.019640
6.550000	0.036815	0.018444
6.650000	0.034686	0.018871
6.750000	0.035246	0.018131
6.850000	0.034352	0.017754
6.950000	0.033954	0.017839
7.050000	0.032887	0.017343
7.150000	0.032781	0.016680
7.250000	0.031115	0.016209
7.350000	0.033454	0.016809
7.450000	0.031717	0.015990
7.550000	0.028819	0.016221
7.650000	0.027989	0.015413
7.750000	0.026791	0.015423
7.850000	0.029710	0.015702
7.950000	0.026369	0.016166
8.050000	0.027322	0.015167
8.150000	0.027013	0.014310
8.250000	0.025672	0.015804
8.350000	0.025185	0.014181
8.450000	0.025429	0.014499
8.550000	0.023395	0.013981
8.650000	0.024314	0.014374
8.750000	0.023191	0.013276
8.850000	0.023772	0.013063
8.950000	0.020388	0.012566
9.050000	0.022591	0.012832
9.150000	0.021726	0.013153
9.250000	0.023059	0.013561
9.350000	0.026763	0.012464
9.450000	0.021493	0.011533
9.550000	0.030354	0.011952
9.650000	0.020233	0.011607
9.750000	0.020016	0.011113
9.850000	0.018630	0.010839
9.950000	0.018320	0.012079
10.050000	0.018724	0.012548
10.150000	0.018099	0.010445
10.250000	0.017904	0.011501
10.350000	0.016348	0.011345
10.450000	0.017037	0.011204
10.550000	0.016319	0.011246
10.650000	0.014771	0.011497
10.750000	0.015513	0.011114
10.850000	0.016293	0.010433
10.950000	0.015386	0.010011
11.050000	0.014762	0.008077
11.150000	0.014921	0.009547
11.250000	0.013744	0.009075
11.350000	0.012133	0.010158
11.450000	0.013497	0.009799
11.550000	0.014386	0.010054
11.650000	0.011696	0.008932
11.750000	0.012571	0.009370
11.850000	0.013241	0.008598
11.950000	0.012807	0.008949
12.050000	0.011860	0.008752
12.150000	0.012708	0.008556
12.250000	0.012221	0.008473
12.350000	0.011629	0.008342
12.450000	0.012186	0.007009
12.550000	0.010662	0.007350
12.650000	0.011707	0.008457
12.750000	0.009341	0.007664
12.850000	0.010646	0.008105
12.950000	0.009326	0.008272
13.050000	0.011899	0.008567
13.150000	0.010951	0.007054
13.250000	0.010852	0.006794
13.350000	0.010703	0.008482
13.450000	0.010396	0.008698
13.550000	0.009000	0.006951
13.650000	0.008354	0.006628
13.750000	0.008735	0.007189
13.850000	0.007248	0.006987
13.950000	0.009471	0.006540
14.050000	0.007996	0.006569
14.150000	0.007591	0.007763
14.250000	0.007917	0.006678
14.350000	0.007446	0.008353
14.450000	0.007191	0.006466
14.550000	0.008773	0.004869
14.650000	0.007436	0.007252
14.750000	0.006856	0.005111
14.850000	0.007815	0.007151
14.950000	0.007473	0.005808
15.050000	0.005716	0.005457
15.150000	0.014039	0.007536
15.250000	0.008192	0.006325
15.350000	0.005789	0.006231
15.450000	0.007660	0.005957
15.550000	0.008208	0.005574
15.650000	0.006024	0.005280
15.750000	0.006403	0.005394
15.850000	0.006748	0.004265
15.950000	0.006907	0.005226
16.049999	0.006028	0.005373
16.150000	0.005169	0.005513
16.250000	0.005461	0.004860
16.350000	0.005735	0.004757
16.450001	0.005150	0.005384
16.549999	0.005695	0.006039
16.650000	0.006291	0.004946
16.750000	0.004467	0.004713
16.850000	0.005038	0.004573
16.950001	0.004700	0.004112
17.049999	0.004734	0.003261
17.150000	0.003919	0.005229
17.250000	0.004659	0.005552
17.350000	0.003490	0.005579
17.450001	0.003910	0.004424
17.549999	0.004272	0.005446
17.650000	0.004618	0.005032
17.750000	0.003559	0.004748
17.850000	0.003581	0.005353
17.950001	0.003920	0.004929
18.049999	0.004057	0.004318
18.150000	0.002606	0.006414
18.250000	0.001950	0.006157
18.350000	0.001960	0.004146
18.450001	0.001771	0.003812
18.549999	0.000361	0.004997
18.650000	0.002337	0.004166
18.750000	0.002819	0.004031
18.850000	0.002531	0.003845
18.950001	0.002151	0.002035
19.049999	0.002191	0.003999
19.150000	0.002826	0.001916
19.250000	0.002510	0.004368
19.350000	0.002923	0.003950
19.450001	0.001822	0.003983
19.549999	0.003405	0.003350
19.650000	0.002590	0.003819
19.750000	0.002023	0.002107
19.850000	0.002373	0.002219
19.950001	0.002835	0.004072
20.049999	0.002971	0.004091
20.150000	0.002852	0.002739
20.250000	0.002791	0.003709
20.350000	0.001845	0.003462
20.450001	0.002130	0.002715
20.549999	0.001371	0.002849
20.650000	0.001722	0.004218
20.750000	0.003270	0.001097
20.850000	0.000834	0.005677
20.950001	0.001752	0.002082
21.049999	0.001637	0.002522
21.150000	0.001144	0.000915
21.250000	0.000434	0.002942
21.350000	0.002194	0.004316
21.450001	0.000000	0.000000
21.549999	0.001019	0.002577
21.650000	0.001861	0.001996
21.750000	0.001862	0.002442
21.850000	0.002622	0.001214
21.950001	0.001584	0.003015
22.049999	0.000000	0.000000
22.150000	0.001747	0.001185
22.250000	0.001170	0.001420
22.350000	0.000000	0.000000
22.450001	0.000984	0.003390
22.549999	0.001364	0.002005
22.650000	0.001101	0.004224
22.750000	0.000000	0.000000
22.850000	0.000515	0.000274
22.950001	0.002037	0.002828
23.049999	0.001644	0.002891
23.150000	0.000000	0.000000
23.250000	0.000000	0.000000
23.350000	0.001300	0.001705
23.450001	0.001286	0.000782
23.549999	0.001578	0.004671
23.650000	0.000238	0.001836
23.750000	0.000000	0.000000
23.850000	0.000000	0.000000
23.950001	0.001976	0.001630
24.049999	0.000000	0.000000
24.150000	0.000929	0.002359
24.250000	0.001510	0.001273
24.350000	0.000158	0.000489
24.450001	0.002722	0.000781
24.549999	0.001444	0.002362
24.650000	0.000000	0.000000
24.750000	0.000000	0.000000
24.850000	0.000000	0.000000
24.950001	0.000000	0.000000
25.049999	0.000000	0.000000
25.150000	0.001396	0.000066
25.250000	0.000000	0.000000
25.350000	0.000000	0.000000
25.450001	0.000000	0.000000
25.549999	0.000000	0.000000
25.650000	0.000000	0.000000
25.750000	0.000000	0.000000
25.850000	0.000000	0.000000
25.950001	0.002727	0.001007
26.049999	0.000000	0.000000
26.150000	0.000000	0.000000
26.250000	0.000000	0.000000
26.350000	0.000000	0.000000
26.450001	0.000330	0.000059
26.549999	0.000000	0.000000
26.650000	0.000000	0.000000
26.750000	0.000000	0.000000
26.850000	0.000000	0.000000
26.950001	0.000000	0.000000
27.049999	0.000000	0.000000
27.150000	0.000000	0.000000
27.250000	0.000000	0.000000
27.350000	0.000000	0.000000
27.450001	0.000000	0.000000
27.549999	0.000000	0.000000
27.650000	0.000000	0.000000
27.750000	0.000377	0.000781
27.850000	0.000000	0.000000
27.950001	0.000000	0.000000
28.049999	0.000000	0.000000
28.150000	0.000000	0.000000
28.250000	0.000000	0.000000
28.350000	0.000000	0.000000
28.450001	0.000000	0.000000
28.549999	0.000000	0.000000
28.650000	0.000000	0.000000
28.750000	0.000000	0.000000
28.850000	0.000000	0.000000
28.950001	0.000000	0.000000
29.049999	0.000000	0.000000
29.150000	0.000000	0.000000
29.250000	0.000000	0.000000
29.350000	0.000000	0.000000
29.450001	0.000000	0.000000
29.549999	0.000000	0.000000
29.650000	0.000000	0.000000
29.750000	0.000000	0.000000
29.850000	0.000000	0.000000
29.950001	0.000000	0.000000
