NGC 972   101.47 24.06
NGC 972   104.51 24.16
NGC 972   107.65 24.29
NGC 972   110.88 24.32
NGC 972   114.20 24.48
NGC 972   117.63 24.55
NGC 972   121.16 24.64
NGC 972   124.79 24.72
NGC 972   128.54 24.82
NGC 972   132.39 24.85
NGC 972   136.36 24.94
NGC 972   140.45 25.06
NGC 972   144.67 25.18
NGC 972   149.01 25.25
NGC 972   153.48 25.26
NGC 972   158.08 25.41
NGC 972   162.83 25.53
NGC 972   167.71 25.76
NGC 972   172.74 25.79
NGC 972   177.92 25.86
NGC 972   183.26 25.94
NGC 972   188.76 26.11
NGC 972   194.42 26.24
NGC 972   200.25 26.19
NGC 972   206.26 26.47
NGC 972   212.45 26.62
NGC 972   218.82 26.44
NGC 972   225.39 26.68
NGC 972   232.15 26.83
NGC 972   239.11 27.20
NGC 972   246.29 27.30
NGC 1068    1.21 15.34
NGC 1068    1.25 15.34
NGC 1068    1.28 15.34
NGC 1068    1.32 15.34
NGC 1068    1.36 15.34
NGC 1068    1.40 15.34
NGC 1068    1.45 15.34
NGC 1068    1.49 15.34
NGC 1068    1.53 15.34
NGC 1068    1.58 15.33
NGC 1068    1.63 15.33
NGC 1068    1.68 15.33
NGC 1068    1.73 15.33
NGC 1068    1.78 15.32
NGC 1068    1.83 15.32
NGC 1068    1.88 15.32
NGC 1068    1.94 15.32
NGC 1068    2.00 15.33
NGC 1068    2.06 15.33
NGC 1068    2.12 15.34
NGC 1068    2.19 15.35
NGC 1068    2.25 15.36
NGC 1068    2.32 15.36
NGC 1068    2.39 15.37
NGC 1068    2.46 15.39
NGC 1068    2.53 15.40
NGC 1068    2.61 15.42
NGC 1068    2.69 15.44
NGC 1068    2.77 15.47
NGC 1068    2.85 15.50
NGC 1068    2.94 15.52
NGC 1068    3.03 15.55
NGC 1068    3.12 15.59
NGC 1068    3.21 15.62
NGC 1068    3.31 15.66
NGC 1068    3.41 15.69
NGC 1068    3.51 15.73
NGC 1068    3.61 15.76
NGC 1068    3.72 15.80
NGC 1068    3.83 15.83
NGC 1068    3.95 15.87
NGC 1068    4.07 15.90
NGC 1068    4.19 15.93
NGC 1068    4.31 15.97
NGC 1068    4.44 16.00
NGC 1068    4.58 16.04
NGC 1068    4.71 16.08
NGC 1068    4.85 16.12
NGC 1068    5.00 16.16
NGC 1068    5.15 16.20
NGC 1068    5.31 16.25
NGC 1068    5.46 16.30
NGC 1068    5.63 16.34
NGC 1068    5.80 16.39
NGC 1068    5.97 16.44
NGC 1068    6.15 16.48
NGC 1068    6.34 16.53
NGC 1068    6.53 16.57
NGC 1068    6.72 16.61
NGC 1068    6.92 16.65
NGC 1068    7.13 16.69
NGC 1068    7.35 16.73
NGC 1068    7.56 16.76
NGC 1068    7.79 16.79
NGC 1068    8.03 16.84
NGC 1068    8.27 16.87
NGC 1068    8.51 16.91
NGC 1068    8.77 16.94
NGC 1068    9.03 16.97
NGC 1068    9.31 17.01
NGC 1068    9.58 17.04
NGC 1068    9.87 17.08
NGC 1068   10.17 17.11
NGC 1068   10.47 17.13
