38.417	87.792	0.740
38.466	87.750	0.738
38.515	87.709	0.736
38.564	87.668	0.734
38.613	87.627	0.732
38.662	87.586	0.729
38.711	87.545	0.727
38.760	87.504	0.725
38.809	87.463	0.723
38.858	87.422	0.721
38.907	87.381	0.718
38.956	87.339	0.716
39.005	87.298	0.714
39.054	87.257	0.712
39.103	87.216	0.710
39.153	87.175	0.708
39.202	87.134	0.705
39.251	87.093	0.703
39.300	87.052	0.701
39.349	87.011	0.699
39.398	86.970	0.697
39.447	86.928	0.695
39.496	86.887	0.693
39.545	86.846	0.690
39.594	86.805	0.688
39.643	86.764	0.686
39.692	86.723	0.684
39.741	86.682	0.682
39.790	86.641	0.680
39.839	86.600	0.678
39.888	86.559	0.676
39.937	86.517	0.673
39.986	86.476	0.671
40.035	86.435	0.669
40.084	86.394	0.667
40.133	86.353	0.665
40.183	86.312	0.663
40.232	86.271	0.661
40.281	86.230	0.659
40.330	86.189	0.657
40.379	86.147	0.655
40.428	86.106	0.653
40.477	86.065	0.651
40.526	86.024	0.649
40.575	85.983	0.646
40.624	85.942	0.644
40.673	85.901	0.642
40.722	85.860	0.640
40.771	85.819	0.638
40.820	85.778	0.636
40.869	85.736	0.634
40.918	85.695	0.632
40.967	85.654	0.630
41.016	85.613	0.628
41.065	85.572	0.626
41.114	85.531	0.624
41.163	85.490	0.622
41.213	85.449	0.620
41.262	85.408	0.618
41.311	85.367	0.616
41.360	85.325	0.614
41.409	85.284	0.612
41.458	85.243	0.610
41.507	85.202	0.608
41.556	85.161	0.606
41.605	85.120	0.604
41.654	85.079	0.602
41.703	85.038	0.600
41.752	84.997	0.598
41.801	84.956	0.596
41.850	84.914	0.594
41.899	84.873	0.592
41.948	84.832	0.590
41.997	84.791	0.588
42.046	84.750	0.587
42.095	84.709	0.585
42.144	84.668	0.583
42.193	84.627	0.581
42.243	84.586	0.579
42.292	84.545	0.577
42.341	84.503	0.575
42.390	84.462	0.573
42.439	84.421	0.571
42.488	84.380	0.569
42.537	84.339	0.567
42.586	84.298	0.565
42.635	84.257	0.563
42.684	84.216	0.561
42.733	84.175	0.560
42.782	84.134	0.558
42.831	84.092	0.556
42.880	84.051	0.554
42.929	84.010	0.552
42.978	83.969	0.550
43.027	83.928	0.548
43.076	83.887	0.546
43.125	83.846	0.544
43.174	83.805	0.543
43.223	83.764	0.541
43.272	83.723	0.539
43.322	83.681	0.537
43.371	83.640	0.535
43.420	83.599	0.533
43.469	83.558	0.531
43.518	83.517	0.530
43.567	83.476	0.528
