1.2 9.23950850988 3.07983616996
1.2 9.23950850988 3.07983616996
6.5 137.003034786 3.07983616996
6.5 137.003034786 3.07983616996
9.5 189 1
10.5 189 1
12.5 188.96285146 3.07983616996
12.5 188.96285146 3.07983616996
17.5 156 2
18.5 156 2
19.5 156 2
19.6 153.892458944 7.15316787862
19.6 153.892458944 7.15316787862
20.5 156 2
21.5 156 2
22.5 156 2
23.5 156 2
24.5 156 2
25.5 156 2
26.5 156 2
27.5 156 2
28.5 156 2
29.5 156 2
30.5 156 2
31.5 156 2
32.5 156 2
33.5 156 2
34.5 156 2
35.3 147.732786604 7.15316787862
35.3 147.732786604 7.15316787862
35.5 156 2
36.5 156 2
37.5 156 2
38.5 156 2
39.5 156 2
40.5 156 2
41.5 156 2
42.5 156 2
43.5 156 2
44.5 156 2
45.5 156 2
46.5 156 2
47.5 156 2
48.5 156 2
49.5 156 2
50.5 156 2
51.5 156 2
52.5 156 2
53.5 156 2
54.5 156 2
54.9 165.218308085 6.45772100153
54.9 165.218308085 6.45772100153
55.5 156 2
56.5 156 2
57.5 156 2
58.5 156 2
59.5 156 2
60.5 156 2
61.5 156 2
62.5 156 2
63.5 156 2
64.5 156 2
65.5 156 2
66.5 156 2
67.5 156 2
68.5 156 2
69.5 156 2
70.5 156 2
71.1 152.402215636 8.04731386345
71.1 152.402215636 8.04731386345
71.5 156 2
72.5 156 2
73.5 156 2
74.5 156 2
75.5 156 2
76.5 156 2
77.5 156 2
78.5 156 2
79.5 156 2
80.5 156 2
81.5 156 2
82.5 156 2
83.5 156 2
84.5 156 2
85.5 156 2
86.5 156 2
87.5 156 2
88.5 156 2
89.5 156 2
90.5 156 2
91.5 156 2
92.5 156 2
93.5 156 2
94.5 156 2
95.5 156 2
96.5 156 2
97.5 156 2
98.5 156 2
99.5 156 2
100.5 156 2
101.5 156 2
102.5 156 2
103.5 156 2
104.5 156 2
105.5 156 2
106.5 156 2
107.5 156 2
108.5 156 2
109.5 156 2
110.5 156 2
111.5 156 2
112.5 156 2
113.5 156 2
114.5 156 2
115.5 156 2
116.5 156 2
117.5 156 2
118.5 156 2
119.5 156 2
120.5 156 2
121.5 156 2
122.5 156 2
123.5 156 2
124.5 156 2
125.5 156 2
126.5 156 2
127.5 156 2
128.5 156 2
129.5 156 2
130.5 156 2
131.5 156 2
132.5 156 2
133.5 156 2
134.5 156 2
135.5 156 2
136.5 156 2
137.5 156 2
138.5 156 2
139.5 156 2
140.5 156 2
141.5 156 2
142.5 156 2
