# R,''		R
0.9868421052630652, 15.942408376963353
0.9868421052630652, 16.256544502617803
0.9868421052630652, 16.609947643979062
0.9868421052630652, 16.963350785340317
3.4539473684210407, 17.434554973821992
5.9210526315789025, 18.102094240837697
3.4539473684210407, 17.905759162303667
7.894736842105203, 18.534031413612567
9.374999999999943, 19.04450261780105
11.842105263157805, 19.515706806282722
15.296052631578902, 19.9869109947644
19.24342105263156, 20.22251308900524
23.68421052631578, 20.458115183246075
29.111842105263122, 20.69371727748691
34.53947368421052, 21.086387434554975
38.48684210526312, 21.439790575916234
43.91447368421052, 21.71465968586388
48.84868421052636, 21.910994764397905
55.75657894736844, 22.34293193717278
60.1973684210526, 22.53926701570681
65.625, 22.774869109947645
73.02631578947376, 23.04973821989529
79.44078947368428, 23.206806282722518
86.34868421052636, 23.520942408376968
94.73684210526312, 23.91361256544503
103.61842105263156, 24.149214659685867
115.95394736842104, 24.581151832460737
128.28947368421052, 24.895287958115187
139.63815789473676, 25.287958115183248
153.45394736842104, 25.79842931937173
167.76315789473688, 26.034031413612567
